Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
Shae__MS3_00001825,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.7020000219345093,0.40869998931884766,0.028999999165534973,0.29580000042915344,0.07810000330209732,0.0034000000450760126,0.10350000113248825,0.18930000066757202,0.14020000398159027,0.01759999990463257,0.5263000130653381,0.0478999987244606,0.09210000187158585,0.8518999814987183
Shae__MS3_00001856,Cell membrane,Signal peptide|Transmembrane domain,Transmembrane,0.27309998869895935,0.13570000231266022,0.1137000024318695,0.7534000277519226,0.04670000076293945,0.007499999832361937,0.23899999260902405,0.46129998564720154,0.4122999906539917,0.037300001829862595,0.24570000171661377,0.967199981212616,0.3458000123500824,0.12250000238418579
Shae__MS3_00001861,Extracellular,Signal peptide,Soluble,0.2890999913215637,0.1817999929189682,0.7353000044822693,0.1535000056028366,0.06019999831914902,0.011099999770522118,0.14390000700950623,0.10220000147819519,0.10610000044107437,0.0015999999595806003,0.2802000045776367,0.1793999969959259,0.14100000262260437,0.8342000246047974
Shae__MS3_00001957,Nucleus,Nuclear export signal,Soluble,0.39899998903274536,0.8654000163078308,0.008700000122189522,0.07259999960660934,0.13619999587535858,0.003100000089034438,0.037300001829862595,0.07180000096559525,0.08720000088214874,0.11649999767541885,0.337799996137619,0.19599999487400055,0.03909999877214432,0.802299976348877
Shae__MS3_00002201,Cytoplasm,Nuclear export signal,Soluble,0.7411999702453613,0.4708000123500824,0.016100000590085983,0.3449999988079071,0.21629999577999115,0.007799999788403511,0.12870000302791595,0.25859999656677246,0.11500000208616257,0.2085999995470047,0.5076000094413757,0.1940000057220459,0.1316000074148178,0.697700023651123
Shae__MS3_00002403,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6816999912261963,0.6987000107765198,0.02410000003874302,0.11949999630451202,0.24959999322891235,0.0032999999821186066,0.0714000016450882,0.13449999690055847,0.049300000071525574,0.062199998646974564,0.39730000495910645,0.08619999885559082,0.11810000240802765,0.8113999962806702
Shae__MS3_00002424,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.707099974155426,0.36980000138282776,0.016200000420212746,0.49630001187324524,0.22509999573230743,0.00860000029206276,0.11879999935626984,0.2522999942302704,0.24279999732971191,0.05939999967813492,0.6040999889373779,0.05249999836087227,0.18709999322891235,0.8004999756813049
Shae__MS3_00002534,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6549000144004822,0.7554000020027161,0.00989999994635582,0.05570000037550926,0.1535000056028366,0.003599999938160181,0.05889999866485596,0.0414000004529953,0.03920000046491623,0.007699999958276749,0.31119999289512634,0.04100000113248825,0.10599999874830246,0.8543999791145325
Shae__MS3_00002568,Cytoplasm,Nuclear export signal,Soluble,0.6608999967575073,0.38839998841285706,0.019700000062584877,0.2896000146865845,0.09220000356435776,0.005200000014156103,0.09849999845027924,0.19089999794960022,0.120899997651577,0.008299999870359898,0.47380000352859497,0.09749999642372131,0.039500001817941666,0.8478000164031982
Shae__MS3_00002636,Cytoplasm,Nuclear export signal,Soluble,0.682699978351593,0.490200012922287,0.05869999900460243,0.2775000035762787,0.1940000057220459,0.04170000180602074,0.08429999649524689,0.16760000586509705,0.15639999508857727,0.08649999648332596,0.33660000562667847,0.0706000030040741,0.3156999945640564,0.7621999979019165
Shae__MS3_00002715,Cytoplasm,Nuclear export signal,Soluble,0.6510000228881836,0.47920000553131104,0.0210999995470047,0.17090000212192535,0.1737000048160553,0.007199999876320362,0.2955999970436096,0.16619999706745148,0.1826999932527542,0.04050000011920929,0.49320000410079956,0.09529999643564224,0.14169999957084656,0.7809000015258789
Shae__MS3_00002771,Cell membrane,,Peripheral|Lipid anchor,0.4438000023365021,0.2468000054359436,0.027000000700354576,0.7610999941825867,0.1842000037431717,0.004000000189989805,0.08190000057220459,0.2524000108242035,0.2305999994277954,0.017000000923871994,0.7669000029563904,0.26759999990463257,0.8876000046730042,0.31700000166893005
Shae__MS3_00002812,Cytoplasm,Nuclear localization signal|Nuclear export signal,Peripheral|Soluble,0.7488999962806702,0.3325999975204468,0.01899999938905239,0.400299996137619,0.22010000050067902,0.011800000444054604,0.19169999659061432,0.48899999260902405,0.3010999858379364,0.007300000172108412,0.6043000221252441,0.04360000044107437,0.23180000483989716,0.7616999745368958
Shae__MS3_00002824,Cytoplasm,Nuclear localization signal|Nuclear export signal,Peripheral|Soluble,0.663100004196167,0.30070000886917114,0.01860000006854534,0.4309000074863434,0.15150000154972076,0.0044999998062849045,0.1356000006198883,0.267300009727478,0.2054000049829483,0.06040000170469284,0.7271000146865845,0.07090000063180923,0.1120000034570694,0.7506999969482422
Shae__MS3_00002992,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6973999738693237,0.6366999745368958,0.011800000444054604,0.12559999525547028,0.23800000548362732,0.002899999963119626,0.07039999961853027,0.11940000206232071,0.10660000145435333,0.0625,0.3531999886035919,0.06759999692440033,0.09120000153779984,0.8603000044822693
Shae__MS3_00003104,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.7809000015258789,0.5375000238418579,0.09130000323057175,0.1316000074148178,0.287200003862381,0.006099999882280827,0.09960000216960907,0.26010000705718994,0.13770000636577606,0.03350000083446503,0.3422999978065491,0.09920000284910202,0.10109999775886536,0.8331999778747559
Shae__MS3_00003129,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.7210999727249146,0.2840000092983246,0.04520000144839287,0.33799999952316284,0.19670000672340393,0.01119999960064888,0.03779999911785126,0.11429999768733978,0.11810000240802765,0.08720000088214874,0.520799994468689,0.14419999718666077,0.06840000301599503,0.7592999935150146
Shae__MS3_00003183,Mitochondrion,,Transmembrane,0.30820000171661377,0.2782000005245209,0.05420000106096268,0.16529999673366547,0.6811000108718872,0.07800000160932541,0.5590000152587891,0.2578999996185303,0.3456999957561493,0.2784000039100647,0.4268999993801117,0.975600004196167,0.25279998779296875,0.10040000081062317
Shae__MS3_00003185,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.8907999992370605,0.6488000154495239,0.016599999740719795,0.08049999922513962,0.10499999672174454,0.00989999994635582,0.04179999977350235,0.0778999999165535,0.12489999830722809,0.01730000041425228,0.37560001015663147,0.05389999970793724,0.14429999887943268,0.857200026512146
Shae__MS3_00003218,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.8684999942779541,0.6080999970436096,0.0044999998062849045,0.14079999923706055,0.2150000035762787,0.005900000222027302,0.09960000216960907,0.07450000196695328,0.10040000081062317,0.014399999752640724,0.4268999993801117,0.03909999877214432,0.2020999938249588,0.8835999965667725
Shae__MS3_00003235,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.6385999917984009,0.19599999487400055,0.023099999874830246,0.490200012922287,0.14650000631809235,0.013299999758601189,0.20080000162124634,0.49639999866485596,0.2806999981403351,0.027499999850988388,0.800000011920929,0.07000000029802322,0.07010000199079514,0.7074999809265137
Shae__MS3_00003290,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6985999941825867,0.5250999927520752,0.030899999663233757,0.14270000159740448,0.14900000393390656,0.010200000368058681,0.030700000002980232,0.10010000318288803,0.06679999828338623,0.10260000079870224,0.20250000059604645,0.04910000041127205,0.15289999544620514,0.8806999921798706
Shae__MS3_00003343,Cytoplasm,,Peripheral|Soluble,0.6840999722480774,0.22460000216960907,0.032999999821186066,0.49810001254081726,0.24320000410079956,0.007300000172108412,0.1898999959230423,0.41280001401901245,0.3538999855518341,0.057999998331069946,0.7811999917030334,0.20090000331401825,0.46219998598098755,0.5311999917030334
Shae__MS3_00003383,Cytoplasm,Nuclear export signal,Soluble,0.6879000067710876,0.4616999924182892,0.02070000022649765,0.30399999022483826,0.32120001316070557,0.0071000000461936,0.10999999940395355,0.24089999496936798,0.3594000041484833,0.11050000041723251,0.4302999973297119,0.06390000134706497,0.26969999074935913,0.795199990272522
Shae__MS3_00003400,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7391999959945679,0.41749998927116394,0.01489999983459711,0.4334999918937683,0.09480000287294388,0.006599999964237213,0.13230000436306,0.4336000084877014,0.2597000002861023,0.010599999688565731,0.6638000011444092,0.04500000178813934,0.0868000015616417,0.8044999837875366
Shae__MS3_00003535,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6887000203132629,0.7189000248908997,0.010999999940395355,0.08640000224113464,0.21899999678134918,0.003700000001117587,0.05909999832510948,0.1168999969959259,0.06289999932050705,0.3815000057220459,0.3034000098705292,0.10849999636411667,0.06960000097751617,0.8209999799728394
Shae__MS3_00003544,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.6254000067710876,0.8001999855041504,0.02250000089406967,0.07100000232458115,0.13770000636577606,0.008200000040233135,0.06629999727010727,0.062199998646974564,0.061500001698732376,0.005100000184029341,0.39160001277923584,0.03849999979138374,0.12860000133514404,0.8184999823570251
Shae__MS3_00003616,Cytoplasm,Nuclear export signal,Soluble,0.7483999729156494,0.4456999897956848,0.05429999902844429,0.2046000063419342,0.09629999846220016,0.006300000008195639,0.08259999752044678,0.3091999888420105,0.13199999928474426,0.010999999940395355,0.4325000047683716,0.03739999979734421,0.0885000005364418,0.8367000222206116
Shae__MS3_00003633,Cytoplasm,Nuclear localization signal,Lipid anchor|Soluble,0.5835999846458435,0.314300000667572,0.0851999968290329,0.42329999804496765,0.2467000037431717,0.018400000408291817,0.03920000046491623,0.25929999351501465,0.094200000166893,0.01269999984651804,0.36059999465942383,0.0478999987244606,0.8622000217437744,0.6823999881744385
Shae__MS3_00003724,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.7473999857902527,0.6604999899864197,0.02239999920129776,0.14139999449253082,0.2362000048160553,0.005900000222027302,0.11800000071525574,0.26510000228881836,0.14880000054836273,0.09709999710321426,0.4837999939918518,0.032999999821186066,0.27730000019073486,0.866100013256073
Shae__MS3_00003923,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7269999980926514,0.4684000015258789,0.01590000092983246,0.3734000027179718,0.08730000257492065,0.008200000040233135,0.11599999666213989,0.3165000081062317,0.18289999663829803,0.011599999852478504,0.635200023651123,0.04089999943971634,0.1014999970793724,0.8064000010490417
Shae__MS3_00003948,Nucleus,Nuclear localization signal,Soluble,0.2912999987602234,0.9093000292778015,0.05700000002980232,0.022700000554323196,0.06639999896287918,0.006399999838322401,0.01720000058412552,0.011800000444054604,0.0502999983727932,0.033399999141693115,0.19660000503063202,0.07479999959468842,0.14630000293254852,0.8808000087738037
Shae__MS3_00003962,Extracellular,Signal peptide,Soluble,0.19259999692440033,0.09669999778270721,0.7534000277519226,0.41350001096725464,0.2159000039100647,0.002199999988079071,0.19290000200271606,0.12200000137090683,0.16439999639987946,0.02319999970495701,0.4596000015735626,0.24690000712871552,0.13040000200271606,0.6589000225067139
Shae__MS3_00004019,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.8125,0.6281999945640564,0.024700000882148743,0.11739999800920486,0.1881999969482422,0.0017000000225380063,0.05530000105500221,0.20669999718666077,0.13910000026226044,0.01489999983459711,0.43560001254081726,0.0215000007301569,0.20110000669956207,0.8968999981880188
Shae__MS3_00004068,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7009999752044678,0.26489999890327454,0.03009999915957451,0.5370000004768372,0.14640000462532043,0.01119999960064888,0.07339999824762344,0.35569998621940613,0.18310000002384186,0.07880000025033951,0.7657999992370605,0.07500000298023224,0.08749999850988388,0.6909999847412109
Shae__MS3_00004070,Extracellular,Signal peptide,Soluble,0.19089999794960022,0.1023000031709671,0.7232000231742859,0.5260000228881836,0.27239999175071716,0.0032999999821186066,0.16089999675750732,0.10589999705553055,0.11550000309944153,0.07079999893903732,0.39800000190734863,0.21529999375343323,0.08460000157356262,0.7064999938011169
Shae__MS3_00004076,Cytoplasm|Cell membrane,,Peripheral|Lipid anchor,0.5752999782562256,0.19840000569820404,0.013899999670684338,0.6284999847412109,0.3343000113964081,0.021900000050663948,0.16920000314712524,0.2793000042438507,0.40209999680519104,0.09989999979734421,0.6761999726295471,0.10909999907016754,0.8841999769210815,0.45350000262260437
Shae__MS3_00004152,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.6654999852180481,0.41600000858306885,0.020500000566244125,0.35679998993873596,0.12349999696016312,0.015399999916553497,0.1256999969482422,0.3418999910354614,0.2232999950647354,0.21629999577999115,0.6139000058174133,0.03909999877214432,0.133200004696846,0.7972999811172485
Shae__MS3_00004315,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7163000106811523,0.45910000801086426,0.007499999832361937,0.4009000062942505,0.11699999868869781,0.006599999964237213,0.11739999800920486,0.4652999937534332,0.2526000142097473,0.01209999993443489,0.6538000106811523,0.05640000104904175,0.17110000550746918,0.8062000274658203
Shae__MS3_00004398,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.8740000128746033,0.3846000134944916,0.03889999911189079,0.19130000472068787,0.25540000200271606,0.0071000000461936,0.09210000187158585,0.12160000205039978,0.11720000207424164,0.03539999946951866,0.2987000048160553,0.042899999767541885,0.11969999969005585,0.8865000009536743
Shae__MS3_00004405,Cytoplasm,Nuclear export signal,Soluble,0.7179999947547913,0.3573000133037567,0.016699999570846558,0.3239000141620636,0.15129999816417694,0.004800000227987766,0.2134000062942505,0.21610000729560852,0.16089999675750732,0.029100000858306885,0.5892999768257141,0.061000000685453415,0.19460000097751617,0.7685999870300293
Shae__MS3_00004459,Cytoplasm|Cell membrane,,Soluble,0.5407000184059143,0.1378999948501587,0.4244000017642975,0.5896999835968018,0.38260000944137573,0.010499999858438969,0.12080000340938568,0.08990000188350677,0.15119999647140503,0.06419999897480011,0.5842000246047974,0.241799995303154,0.14239999651908875,0.7376000285148621
Shae__MS3_00004470,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.7696999907493591,0.5485000014305115,0.01510000042617321,0.059700001031160355,0.1670999974012375,0.0027000000700354576,0.10610000044107437,0.3652999997138977,0.09239999949932098,0.025100000202655792,0.4016999900341034,0.05130000039935112,0.2249000072479248,0.847000002861023
Shae__MS3_00004525,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.6539999842643738,0.5339999794960022,0.16920000314712524,0.288100004196167,0.12430000305175781,0.10540000349283218,0.06669999659061432,0.13930000364780426,0.14159999787807465,0.24719999730587006,0.26420000195503235,0.05550000071525574,0.3799999952316284,0.7870000004768372
Shae__MS3_00004635,Cytoplasm,Nuclear export signal,Soluble,0.6887999773025513,0.3073999881744385,0.025299999862909317,0.43130001425743103,0.15960000455379486,0.012600000016391277,0.08389999717473984,0.304500013589859,0.18960000574588776,0.08560000360012054,0.5697000026702881,0.0737999975681305,0.13750000298023224,0.7822999954223633
Shae__MS3_00004657,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.8718000054359436,0.517300009727478,0.014800000004470348,0.13279999792575836,0.22849999368190765,0.003700000001117587,0.08910000324249268,0.1324000060558319,0.2799000144004822,0.13519999384880066,0.5764999985694885,0.06849999725818634,0.13570000231266022,0.7773000001907349
Shae__MS3_00004774,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.6851000189781189,0.5986999869346619,0.033900000154972076,0.22190000116825104,0.1559000015258789,0.04100000113248825,0.14169999957084656,0.13680000603199005,0.18469999730587006,0.11420000344514847,0.4115000069141388,0.03889999911189079,0.18170000612735748,0.777999997138977
Shae__MS3_00005021,Cytoplasm|Nucleus,Nuclear export signal,Soluble,0.6157000064849854,0.6152999997138977,0.023499999195337296,0.18490000069141388,0.34700000286102295,0.02410000003874302,0.08070000261068344,0.16680000722408295,0.13930000364780426,0.13349999487400055,0.41929998993873596,0.10760000348091125,0.27649998664855957,0.7982000112533569
Shae__MS3_00005028,Cell membrane,Signal peptide|Transmembrane domain,Transmembrane,0.22529999911785126,0.13570000231266022,0.0812000036239624,0.7973999977111816,0.09369999915361404,0.006899999920278788,0.2409999966621399,0.5734999775886536,0.3707999885082245,0.04390000179409981,0.39320001006126404,0.9544000029563904,0.12330000102519989,0.0957999974489212
Shae__MS3_00005037,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7141000032424927,0.37700000405311584,0.012500000186264515,0.3653999865055084,0.16599999368190765,0.009399999864399433,0.15700000524520874,0.390500009059906,0.23330000042915344,0.05079999938607216,0.632099986076355,0.041200000792741776,0.20440000295639038,0.8026000261306763
Shae__MS3_00005166,Cytoplasm,,Soluble,0.6151000261306763,0.35839998722076416,0.057999998331069946,0.12839999794960022,0.2766000032424927,0.03229999914765358,0.18389999866485596,0.1387999951839447,0.1768999993801117,0.01850000023841858,0.2888999879360199,0.21050000190734863,0.13220000267028809,0.7038000226020813
Shae__MS3_00005180,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.727400004863739,0.6568999886512756,0.01860000006854534,0.18440000712871552,0.1817999929189682,0.008999999612569809,0.05790000036358833,0.11659999936819077,0.06909999996423721,0.05339999869465828,0.2222999930381775,0.036400001496076584,0.30239999294281006,0.9164000153541565
Shae__MS3_00005251,Cytoplasm,Nuclear localization signal,Soluble,0.8111000061035156,0.25119999051094055,0.0210999995470047,0.17489999532699585,0.12359999865293503,0.00430000014603138,0.12770000100135803,0.10239999741315842,0.11320000141859055,0.007600000128149986,0.4726000130176544,0.06469999998807907,0.13169999420642853,0.821399986743927
Shae__MS3_00005260,Cytoplasm,Nuclear export signal,Soluble,0.8277000188827515,0.2303999960422516,0.030500000342726707,0.22849999368190765,0.3091999888420105,0.007000000216066837,0.1151999980211258,0.275299996137619,0.17139999568462372,0.22220000624656677,0.40529999136924744,0.08749999850988388,0.1639000028371811,0.8152999877929688
Shae__MS3_00005288,Cytoplasm,,Peripheral|Soluble,0.6212999820709229,0.272599995136261,0.055799998342990875,0.24809999763965607,0.21780000627040863,0.004100000020116568,0.17739999294281006,0.29440000653266907,0.4043999910354614,0.046300001442432404,0.707099974155426,0.10509999841451645,0.12290000170469284,0.743399977684021
Shae__MS3_00005371,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,Transmembrane,0.295199990272522,0.1379999965429306,0.09769999980926514,0.8169000148773193,0.05739999935030937,0.01769999973475933,0.19859999418258667,0.6171000003814697,0.328900009393692,0.09459999948740005,0.12710000574588776,0.9668999910354614,0.026799999177455902,0.1598999947309494
Shae__MS3_00005382,Nucleus,Nuclear localization signal,Soluble,0.27810001373291016,0.9409999847412109,0.00989999994635582,0.05009999871253967,0.04899999871850014,0.002099999925121665,0.07999999821186066,0.02329999953508377,0.08309999853372574,0.004399999976158142,0.3156000077724457,0.06729999929666519,0.05310000106692314,0.878000020980835
Shae__MS3_00005586,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,Soluble,0.7247999906539917,0.5863999724388123,0.014600000344216824,0.15309999883174896,0.2750000059604645,0.002899999963119626,0.04129999876022339,0.12030000239610672,0.08780000358819962,0.11749999970197678,0.3587999939918518,0.09880000352859497,0.06350000202655792,0.8435999751091003
Shae__MS3_00005588,Cytoplasm|Cell membrane,Nuclear localization signal,Peripheral,0.5601999759674072,0.3433000147342682,0.020400000736117363,0.6126000285148621,0.164000004529953,0.004900000058114529,0.2102999985218048,0.19589999318122864,0.23149999976158142,0.016499999910593033,0.6446999907493591,0.30489999055862427,0.7074000239372253,0.48660001158714294
Shae__MS3_00005610,Extracellular,Signal peptide,Soluble,0.21230000257492065,0.10429999977350235,0.8393999934196472,0.16249999403953552,0.062199998646974564,0.012600000016391277,0.20980000495910645,0.11760000139474869,0.13179999589920044,0.002199999988079071,0.486299991607666,0.07829999923706055,0.10119999945163727,0.8393999934196472
Shae__MS3_00005611,Extracellular,,Soluble,0.37450000643730164,0.26669999957084656,0.6442999839782715,0.18400000035762787,0.12200000137090683,0.010999999940395355,0.15209999680519104,0.054999999701976776,0.057999998331069946,0.002300000051036477,0.45680001378059387,0.08980000019073486,0.09319999814033508,0.8198999762535095
Shae__MS3_00005632,Cytoplasm,Nuclear localization signal|Nuclear export signal,Peripheral|Soluble,0.7084000110626221,0.39320001006126404,0.04270000010728836,0.4196000099182129,0.1137000024318695,0.008200000040233135,0.1535000056028366,0.3003000020980835,0.18469999730587006,0.005400000140070915,0.7806000113487244,0.08420000225305557,0.2337999939918518,0.6714000105857849
Shae__MS3_00005799,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.7943000197410583,0.20110000669956207,0.04820000007748604,0.5171999931335449,0.19030000269412994,0.018300000578165054,0.11010000109672546,0.18619999289512634,0.23669999837875366,0.00570000009611249,0.6111999750137329,0.0568000003695488,0.03620000183582306,0.829200029373169
Shae__MS3_00006013,Cell membrane,Signal peptide|Transmembrane domain,Transmembrane,0.2827000021934509,0.15850000083446503,0.093299999833107,0.7849000096321106,0.03350000083446503,0.003599999938160181,0.19050000607967377,0.3864000141620636,0.29159998893737793,0.028699999675154686,0.22040000557899475,0.9650999903678894,0.18019999563694,0.14239999651908875
Shae__MS3_00006076,Cytoplasm,Nuclear export signal,Soluble,0.7484999895095825,0.32910001277923584,0.049300000071525574,0.38190001249313354,0.4440000057220459,0.0066999997943639755,0.14550000429153442,0.25459998846054077,0.18320000171661377,0.0632999986410141,0.5400000214576721,0.09709999710321426,0.3237000107765198,0.7630000114440918
Shae__MS3_00006229,Cytoplasm|Cell membrane,Nuclear localization signal,Peripheral|Soluble,0.6728000044822693,0.20550000667572021,0.03310000151395798,0.6495000123977661,0.09359999746084213,0.01269999984651804,0.16619999706745148,0.188400000333786,0.3716999888420105,0.010900000110268593,0.6741999983787537,0.08630000054836273,0.10459999740123749,0.7577999830245972
Shae__MS3_00006308,Cytoplasm,Nuclear export signal,Soluble,0.7513999938964844,0.1956000030040741,0.010400000028312206,0.4189999997615814,0.41940000653266907,0.02239999920129776,0.17919999361038208,0.2590999901294708,0.5299999713897705,0.20909999310970306,0.37560001015663147,0.06279999762773514,0.3003000020980835,0.8264999985694885
Shae__MS3_00006313,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.6751000285148621,0.4043000042438507,0.04320000112056732,0.3472999930381775,0.3199000060558319,0.013500000350177288,0.12409999966621399,0.49079999327659607,0.17219999432563782,0.3052999973297119,0.717199981212616,0.10610000044107437,0.15700000524520874,0.6751999855041504
Shae__MS3_00006333,Cytoplasm,Nuclear export signal,Soluble,0.79339998960495,0.3659000098705292,0.015699999406933784,0.3224000036716461,0.156700000166893,0.0032999999821186066,0.08370000123977661,0.1534000039100647,0.0843999981880188,0.01640000008046627,0.5329999923706055,0.03620000183582306,0.0940999984741211,0.8517000079154968
