#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-121BC2D0B85A57AD-230B9E948119D13C
#datatype	hitsFull Results
#status	0
#Start time	2026-09-19T20:31:15	Run time	0:00:00:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >Shae__MS3_00000599	non-specific	350391	1449	1682	4.9813e-65	222.24	cd14543	PTPc-N9	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350469	1037	1332	2.43181e-64	221.051	cd14621	R-PTPc-A-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350480	1123	1324	3.64937e-64	216.841	cd14632	R-PTPc-U-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350463	1088	1317	5.06826e-64	217.377	cd14615	R-PTPc-J	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350506	1123	1322	7.52172e-64	216.383	cd17668	R-PTPc-Z-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350463	1458	1680	1.15205e-63	216.606	cd14615	R-PTPc-J	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350462	1074	1318	1.22322e-63	217.064	cd14614	R-PTPc-O	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350392	1084	1321	2.50759e-63	216.56	cd14544	PTPc-N11_6	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350468	1090	1323	3.60442e-63	215.19	cd14620	R-PTPc-E-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350474	1453	1687	3.47123e-62	214.129	cd14626	R-PTPc-F-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350479	1121	1324	1.84647e-61	209.877	cd14631	R-PTPc-K-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350406	1484	1682	1.83397e-60	206.475	cd14558	R-PTP-C-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350509	1123	1318	2.13275e-60	206.331	cd18533	PTP_fungal	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350399	1123	1318	3.16385e-60	205.531	cd14551	R-PTPc-A-E-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350466	1088	1322	5.15359e-60	205.947	cd14618	R-PTPc-V	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350465	1088	1318	5.90495e-60	205.923	cd14617	R-PTPc-B	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350386	1123	1323	9.74663e-60	204.53	cd14538	PTPc-N20_13	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350404	1484	1682	9.96626e-59	201.096	cd14556	R-PTPc-typeIIb-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350509	1484	1682	3.31103e-58	200.168	cd18533	PTP_fungal	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350405	1123	1319	3.89367e-58	199.668	cd14557	R-PTPc-C-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350473	1453	1687	5.61501e-58	202.245	cd14625	R-PTPc-S-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350467	1088	1325	9.45401e-58	199.73	cd14619	R-PTPc-H	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350395	1458	1680	9.98279e-58	199.16	cd14547	PTPc-KIM	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350467	1458	1689	1.70365e-57	198.96	cd14619	R-PTPc-H	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350397	1484	1682	3.27041e-57	197.188	cd14549	R5-PTPc-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350460	1079	1321	3.56253e-57	198.521	cd14612	PTPc-N7	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350445	1084	1322	4.0421e-57	198.13	cd14597	PTPc-N13	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350386	1484	1689	7.5352e-57	196.056	cd14538	PTPc-N20_13	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350406	1123	1319	1.262e-56	195.304	cd14558	R-PTP-C-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350393	1085	1318	1.29464e-56	196.459	cd14545	PTPc-N1_2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350451	1041	1323	2.79551e-56	196.97	cd14603	PTPc-N18	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350461	1087	1321	3.98772e-56	195.852	cd14613	PTPc-N5	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350472	1453	1687	1.02174e-55	195.72	cd14624	R-PTPc-D-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350464	1088	1318	1.478e-55	193.199	cd14616	R-PTPc-Q	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350466	1458	1680	2.49006e-55	192.85	cd14618	R-PTPc-V	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350458	1445	1691	2.95089e-55	194.505	cd14610	R-PTP-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350481	1443	1687	3.67523e-55	193.721	cd14633	R-PTPc-M-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350454	1084	1325	1.51009e-54	191.632	cd14606	PTPc-N6	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350400	1123	1321	6.75412e-54	187.476	cd14552	R-PTPc-A-E-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350465	1458	1682	1.15233e-53	187.819	cd14617	R-PTPc-B	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350478	1454	1687	1.21415e-53	187.925	cd14630	R-PTPc-T-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350392	1454	1689	2.98057e-53	187.67	cd14544	PTPc-N11_6	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350505	1442	1687	3.04074e-53	188.321	cd17667	R-PTPc-G-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350389	1122	1322	6.18955e-53	185.225	cd14541	PTPc-N3_4	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350388	1123	1323	7.86084e-53	184.967	cd14540	PTPc-N21_14	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350469	1442	1688	9.48094e-53	187.924	cd14621	R-PTPc-A-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350389	1483	1680	1.1051e-52	184.455	cd14541	PTPc-N3_4	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350464	1458	1680	1.29869e-52	184.725	cd14616	R-PTPc-Q	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350468	1462	1687	2.31111e-52	183.989	cd14620	R-PTPc-E-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350399	1484	1682	2.35699e-52	183.19	cd14551	R-PTPc-A-E-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350403	1484	1687	3.51212e-52	182.424	cd14555	R-PTPc-typeIIb-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350453	1084	1325	5.14481e-52	184.065	cd14605	PTPc-N11	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350451	1454	1684	9.85594e-52	183.873	cd14603	PTPc-N18	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350450	1087	1323	1.08561e-51	182.347	cd14602	PTPc-N22	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350459	1086	1318	1.67118e-51	181.655	cd14611	R-PTPc-R	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350470	1122	1318	2.05759e-51	180.586	cd14622	R-PTPc-E-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350390	1123	1318	2.49319e-51	179.926	cd14542	PTPc-N22_18_12	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350394	1123	1325	6.88324e-51	179.177	cd14546	R-PTP-N-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350457	1082	1325	1.37331e-50	181.004	cd14609	R-PTP-N	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350456	1084	1323	1.86288e-50	180.607	cd14608	PTPc-N1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350390	1484	1682	6.92757e-50	176.074	cd14542	PTPc-N22_18_12	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350460	1456	1688	7.0301e-50	177.72	cd14612	PTPc-N7	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350454	1454	1691	1.09252e-49	177.765	cd14606	PTPc-N6	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350506	1484	1680	1.83752e-49	175.167	cd17668	R-PTPc-Z-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350457	1445	1691	1.85947e-49	177.537	cd14609	R-PTP-N	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350448	1442	1680	1.99515e-49	177.35	cd14600	PTPc-N3	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350448	1084	1322	2.21783e-49	177.35	cd14600	PTPc-N3	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350450	1457	1682	2.52799e-49	175.413	cd14602	PTPc-N22	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350388	1484	1689	2.61819e-49	174.952	cd14540	PTPc-N21_14	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350462	1444	1680	2.84211e-49	175.847	cd14614	R-PTPc-O	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350444	1484	1689	3.01072e-49	174.165	cd14596	PTPc-N20	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350445	1454	1682	3.39934e-49	175.018	cd14597	PTPc-N13	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350458	1084	1325	4.35913e-49	176.786	cd14610	R-PTP-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350479	1470	1687	4.42502e-49	174.438	cd14631	R-PTPc-K-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350452	1084	1321	5.73708e-49	177.047	cd14604	PTPc-N12	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350404	1123	1318	6.63973e-49	172.977	cd14556	R-PTPc-typeIIb-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350452	1447	1678	1.09151e-48	175.891	cd14604	PTPc-N12	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350453	1454	1691	2.18316e-48	173.665	cd14605	PTPc-N11	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350394	1484	1690	6.36748e-48	170.703	cd14546	R-PTP-N-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350387	1484	1682	6.59777e-48	170.257	cd14539	PTP-N23	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350461	1457	1680	7.9758e-48	171.969	cd14613	PTPc-N5	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350471	1121	1323	8.90958e-48	170.996	cd14623	R-PTPc-A-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350455	1084	1321	1.52729e-47	171.302	cd14607	PTPc-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350387	1123	1318	1.81941e-47	169.101	cd14539	PTP-N23	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350405	1484	1678	2.55984e-47	168.467	cd14557	R-PTPc-C-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350480	1484	1687	1.16444e-46	166.765	cd14632	R-PTPc-U-1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350449	1483	1680	3.059e-46	165.889	cd14601	PTPc-N4	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350444	1123	1323	5.2653e-46	164.92	cd14596	PTPc-N20	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350449	1122	1323	2.20267e-44	160.496	cd14601	PTPc-N4	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350459	1456	1682	7.13093e-44	159.698	cd14611	R-PTPc-R	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350393	1457	1683	1.57495e-43	158.709	cd14545	PTPc-N1_2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350496	1123	1318	2.16029e-41	151.848	cd17658	PTPc_plant_PTP1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350447	1084	1323	3.26421e-41	153.999	cd14599	PTPc-N14	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	165114	1084	1317	7.12957e-41	154.004	PHA02747	PHA02747	 - 	cl31503
Q#1 - >Shae__MS3_00000599	superfamily	165114	1084	1317	7.12957e-41	154.004	cl31503	PHA02747 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350456	1446	1687	1.21015e-40	152.102	cd14608	PTPc-N1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	165113	1454	1682	8.98026e-40	150.949	PHA02746	PHA02746	 - 	cl31502
Q#1 - >Shae__MS3_00000599	superfamily	165113	1454	1682	8.98026e-40	150.949	cl31502	PHA02746 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350496	1484	1682	1.50982e-39	146.455	cd17658	PTPc_plant_PTP1	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350455	1448	1683	1.61451e-39	148.19	cd14607	PTPc-N2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350482	1484	1687	6.0641e-39	144.779	cd14634	R-PTPc-T-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	165113	1084	1321	9.55728e-39	148.253	PHA02746	PHA02746	 - 	cl31502
Q#1 - >Shae__MS3_00000599	superfamily	165113	1084	1321	9.55728e-39	148.253	cl31502	PHA02746 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	165109	1445	1688	5.34586e-38	145.53	PHA02742	PHA02742	 - 	cl31501
Q#1 - >Shae__MS3_00000599	superfamily	165109	1445	1688	5.34586e-38	145.53	cl31501	PHA02742 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350447	1454	1689	6.36594e-38	144.755	cd14599	PTPc-N14	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350446	1123	1323	6.37517e-38	142.422	cd14598	PTPc-N21	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350446	1484	1689	1.09358e-37	141.651	cd14598	PTPc-N21	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	222923	1454	1693	1.51346e-37	144.682	PHA02738	PHA02738	 - 	cl33694
Q#1 - >Shae__MS3_00000599	superfamily	222923	1454	1693	1.51346e-37	144.682	cl33694	PHA02738 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	222923	1084	1335	3.09263e-37	143.527	PHA02738	PHA02738	 - 	cl33694
Q#1 - >Shae__MS3_00000599	superfamily	222923	1084	1335	3.09263e-37	143.527	cl33694	PHA02738 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	165114	1454	1680	1.7731e-35	138.211	PHA02747	PHA02747	 - 	cl31503
Q#1 - >Shae__MS3_00000599	superfamily	165114	1454	1680	1.7731e-35	138.211	cl31503	PHA02747 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	444335	1084	1317	2.38872e-35	136.759	COG5599	COG5599	 - 	cl35026
Q#1 - >Shae__MS3_00000599	superfamily	444335	1084	1317	2.38872e-35	136.759	cl35026	COG5599 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350484	1484	1687	3.5651e-35	133.997	cd14636	R-PTPc-K-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350484	1123	1323	7.34774e-35	132.842	cd14636	R-PTPc-K-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	165109	1084	1323	8.62788e-35	135.9	PHA02742	PHA02742	 - 	cl31501
Q#1 - >Shae__MS3_00000599	superfamily	165109	1084	1323	8.62788e-35	135.9	cl31501	PHA02742 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350482	1123	1323	9.55889e-35	132.838	cd14634	R-PTPc-T-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350398	1123	1319	2.96082e-34	130.904	cd14550	R5-PTP-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350508	1123	1322	4.88144e-33	127.873	cd17670	R-PTP-G-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350483	1484	1687	4.94355e-33	127.881	cd14635	R-PTPc-M-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350398	1484	1682	1.21369e-32	126.282	cd14550	R5-PTP-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350485	1484	1687	1.84702e-32	126.176	cd14637	R-PTPc-U-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	214469	1222	1323	2.68478e-32	121.697	smart00012	PTPc_DSPc	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	214649	1222	1323	2.68478e-32	121.697	smart00404	PTPc_motif	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	214649	1584	1682	1.96191e-30	116.304	smart00404	PTPc_motif	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	214469	1584	1682	1.96191e-30	116.304	smart00012	PTPc_DSPc	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350507	1123	1322	2.24181e-30	120.099	cd17669	R-PTP-Z-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350485	1123	1323	2.28172e-30	120.013	cd14637	R-PTPc-U-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	444335	1457	1678	1.3223e-28	117.499	COG5599	COG5599	 - 	cl35026
Q#1 - >Shae__MS3_00000599	superfamily	444335	1457	1678	1.3223e-28	117.499	cl35026	COG5599 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350507	1484	1686	2.09169e-28	114.321	cd17669	R-PTP-Z-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350483	1123	1323	4.92581e-28	113.244	cd14635	R-PTPc-M-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350508	1484	1686	1.13875e-25	106.687	cd17670	R-PTP-G-2	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	165107	1051	1321	3.6117e-18	87.3297	PHA02740	PHA02740	 - 	cl31499
Q#1 - >Shae__MS3_00000599	superfamily	165107	1051	1321	3.6117e-18	87.3297	cl31499	PHA02740 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	165107	1436	1682	3.54387e-11	66.1438	PHA02740	PHA02740	 - 	cl31499
Q#1 - >Shae__MS3_00000599	superfamily	165107	1436	1682	3.54387e-11	66.1438	cl31499	PHA02740 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350407	1124	1315	6.65421e-11	63.9579	cd14559	PTP_YopH-like	 - 	cl28904
Q#1 - >Shae__MS3_00000599	specific	238020	183	272	5.78939e-10	57.8915	cd00063	FN3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	superfamily	473895	183	272	5.78939e-10	57.8915	cl21522	FN3 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	specific	394996	183	267	4.70921e-08	52.0321	pfam00041	fn3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	non-specific	350344	1493	1682	1.16223e-07	51.967	cd14494	PTP_DSP_cys	 - 	cl28904
Q#1 - >Shae__MS3_00000599	specific	214495	279	358	1.76805e-07	50.3057	smart00060	FN3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	superfamily	473895	279	358	1.76805e-07	50.3057	cl21522	FN3 superfamily	 - 	 - 
Q#1 - >Shae__MS3_00000599	specific	238020	279	368	4.6158e-07	49.4171	cd00063	FN3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	non-specific	442628	255	370	9.57931e-07	53.8528	COG3401	FN3	NC	cl27307
Q#1 - >Shae__MS3_00000599	superfamily	442628	255	370	9.57931e-07	53.8528	cl27307	FN3 superfamily	NC	 - 
Q#1 - >Shae__MS3_00000599	specific	214495	183	264	4.63301e-06	46.4537	smart00060	FN3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	non-specific	350407	1496	1678	5.86226e-06	49.3203	cd14559	PTP_YopH-like	 - 	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350344	1259	1318	1.16791e-05	46.189	cd14494	PTP_DSP_cys	N	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350356	1230	1317	2.85449e-05	46.9586	cd14506	PTP_PTPDC1	NC	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	350355	1261	1319	3.54316e-05	46.1023	cd14505	CDKN3-like	N	cl28904
Q#1 - >Shae__MS3_00000599	specific	394996	280	364	3.66402e-05	43.9429	pfam00041	fn3	 - 	cl21522
Q#1 - >Shae__MS3_00000599	non-specific	441989	1612	1680	7.62874e-05	44.5764	COG2453	CDC14	N	cl43690
Q#1 - >Shae__MS3_00000599	superfamily	441989	1612	1680	7.62874e-05	44.5764	cl43690	CDC14 superfamily	N	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350354	1260	1317	9.978e-05	44.1904	cd14504	DUSP23	N	cl28904
Q#1 - >Shae__MS3_00000599	non-specific	441989	1231	1319	0.000164144	43.4208	COG2453	CDC14	N	cl43690
Q#1 - >Shae__MS3_00000599	superfamily	441989	1231	1319	0.000164144	43.4208	cl43690	CDC14 superfamily	N	 - 
Q#1 - >Shae__MS3_00000599	non-specific	350378	1569	1668	0.00244507	40.4351	cd14529	TpbA-like	N	cl28904
