candidate_id	reference_species	orthologues	relationship	source_group_size	target_group_size	source_file
Sman__Smp_171460	Cele	Cele__WBGene00006981, Cele__WBGene00017184	one-to-many	1	2	Orthologues/Cele.tsv
Sman__Smp_132700	Cele	Cele__WBGene00007750	many-to-one	2	1	Orthologues/Cele.tsv
Sman__Smp_130070	Cele	Cele__WBGene00007750	many-to-one	2	1	Orthologues/Cele.tsv
Sman__Smp_332470	Cele	Cele__WBGene00016539	one-to-one	1	1	Orthologues/Cele.tsv
Sman__Smp_181250	Cele	Cele__WBGene00018215	many-to-one	2	1	Orthologues/Cele.tsv
Sman__Smp_126240	Cele	Cele__WBGene00006759	one-to-one	1	1	Orthologues/Cele.tsv
Shae__MS3_00009815	Dmel	Dmel__GeneID_31425, Dmel__GeneID_32115, Dmel__GeneID_32975, Dmel__GeneID_32976, Dmel__GeneID_43469	one-to-many	1	5	Orthologues/Dmel.tsv
Shae__MS3_00002673	Dmel	Dmel__GeneID_38384	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00007710	Dmel	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	2	3	Orthologues/Dmel.tsv
Shae__MS3_00004868	Dmel	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	2	3	Orthologues/Dmel.tsv
Shae__MS3_00010198	Dmel	Dmel__GeneID_31792	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00011072	Dmel	Dmel__GeneID_31792	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00003925	Dmel	Dmel__GeneID_40553	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00002886	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00000599	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00004247	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00009248	Dmel	Dmel__GeneID_45278	many-to-one	2	1	Orthologues/Dmel.tsv
Shae__MS3_00010503	Dmel	Dmel__GeneID_34987	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00006710	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00006969	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00010433	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Shae__MS3_00001233	Dmel	Dmel__GeneID_31364	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00001568	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	2	2	Orthologues/Dmel.tsv
Shae__MS3_00006635	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	2	2	Orthologues/Dmel.tsv
Shae__MS3_00001541	Dmel	Dmel__GeneID_34453	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00009394	Dmel	Dmel__GeneID_33613, Dmel__GeneID_33619	many-to-many	3	2	Orthologues/Dmel.tsv
Shae__MS3_00005143	Dmel	Dmel__GeneID_43814	one-to-one	1	1	Orthologues/Dmel.tsv
Sjap__EWB00_002123	Dmel	Dmel__GeneID_31425, Dmel__GeneID_32115, Dmel__GeneID_32975, Dmel__GeneID_32976, Dmel__GeneID_43469	one-to-many	1	5	Orthologues/Dmel.tsv
Sjap__EWB00_003324	Dmel	Dmel__GeneID_38384	many-to-one	2	1	Orthologues/Dmel.tsv
Sjap__EWB00_002236	Dmel	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	2	3	Orthologues/Dmel.tsv
Sjap__EWB00_006149	Dmel	Dmel__GeneID_31792	many-to-one	2	1	Orthologues/Dmel.tsv
Sjap__EWB00_009360	Dmel	Dmel__GeneID_40553	one-to-one	1	1	Orthologues/Dmel.tsv
Sjap__EWB00_000603	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Sjap__EWB00_009052	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Sjap__EWB00_003964	Dmel	Dmel__GeneID_41809, Dmel__GeneID_42549	many-to-many	2	2	Orthologues/Dmel.tsv
Sjap__EWB00_006448	Dmel	Dmel__GeneID_34987	one-to-one	1	1	Orthologues/Dmel.tsv
Sjap__EWB00_003810	Dmel	Dmel__GeneID_42865	many-to-one	4	1	Orthologues/Dmel.tsv
Sjap__EWB00_010663	Dmel	Dmel__GeneID_42865	many-to-one	4	1	Orthologues/Dmel.tsv
Sjap__EWB00_002345	Dmel	Dmel__GeneID_42865	many-to-one	4	1	Orthologues/Dmel.tsv
Sjap__EWB00_003808	Dmel	Dmel__GeneID_42865	many-to-one	4	1	Orthologues/Dmel.tsv
Sjap__EWB00_002463	Dmel	Dmel__GeneID_31364	one-to-one	1	1	Orthologues/Dmel.tsv
Sjap__EWB00_003878	Dmel	Dmel__GeneID_2769008, Dmel__GeneID_35652, Dmel__GeneID_38788, Dmel__GeneID_42103	one-to-many	1	4	Orthologues/Dmel.tsv
Sjap__EWB00_006815	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	3	2	Orthologues/Dmel.tsv
Sjap__EWB00_004279	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	3	2	Orthologues/Dmel.tsv
Sjap__EWB00_004250	Dmel	Dmel__GeneID_34453	one-to-one	1	1	Orthologues/Dmel.tsv
Sjap__EWB00_005094	Dmel	Dmel__GeneID_33613, Dmel__GeneID_33619	many-to-many	2	2	Orthologues/Dmel.tsv
Sjap__EWB00_011116	Dmel	Dmel__GeneID_43814	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_152750	Dmel	Dmel__GeneID_31425, Dmel__GeneID_32115, Dmel__GeneID_32975, Dmel__GeneID_32976, Dmel__GeneID_43469	one-to-many	1	5	Orthologues/Dmel.tsv
Sman__Smp_303910	Dmel	Dmel__GeneID_38384	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_204750	Dmel	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	2	3	Orthologues/Dmel.tsv
Sman__Smp_024660	Dmel	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	2	3	Orthologues/Dmel.tsv
Sman__Smp_148020	Dmel	Dmel__GeneID_31792	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_176350	Dmel	Dmel__GeneID_40553	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_244080	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_344760	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_342880	Dmel	Dmel__GeneID_35259	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_266820	Dmel	Dmel__GeneID_34987	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_159450	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_311870	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_346250	Dmel	Dmel__GeneID_42865	many-to-one	3	1	Orthologues/Dmel.tsv
Sman__Smp_171460	Dmel	Dmel__GeneID_31364	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_164270	Dmel	Dmel__GeneID_2769008, Dmel__GeneID_35652, Dmel__GeneID_38788, Dmel__GeneID_42103	one-to-many	1	4	Orthologues/Dmel.tsv
Sman__Smp_132700	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	2	2	Orthologues/Dmel.tsv
Sman__Smp_130070	Dmel	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	2	2	Orthologues/Dmel.tsv
Sman__Smp_332470	Dmel	Dmel__GeneID_34453	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_181250	Dmel	Dmel__GeneID_33613, Dmel__GeneID_33619	many-to-many	2	2	Orthologues/Dmel.tsv
Sman__Smp_126240	Dmel	Dmel__GeneID_43814	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00009815	Hsap	Hsap__GeneID_5787, Hsap__GeneID_5793, Hsap__GeneID_5794, Hsap__GeneID_5795, Hsap__GeneID_5800, Hsap__GeneID_5803	one-to-many	1	6	Orthologues/Hsap.tsv
Shae__MS3_00002673	Hsap	Hsap__GeneID_283284, Hsap__GeneID_343263, Hsap__GeneID_4604, Hsap__GeneID_4606, Hsap__GeneID_4607, Hsap__GeneID_4608, Hsap__GeneID_7273	one-to-many	1	7	Orthologues/Hsap.tsv
Shae__MS3_00007710	Hsap	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00004868	Hsap	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00010198	Hsap	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	3	4	Orthologues/Hsap.tsv
Shae__MS3_00011072	Hsap	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	3	4	Orthologues/Hsap.tsv
Shae__MS3_00003925	Hsap	Hsap__GeneID_1272, Hsap__GeneID_152330, Hsap__GeneID_27255, Hsap__GeneID_5067, Hsap__GeneID_53942, Hsap__GeneID_6900	one-to-many	1	6	Orthologues/Hsap.tsv
Shae__MS3_00002886	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00000599	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00004247	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00009248	Hsap	Hsap__GeneID_5777, Hsap__GeneID_5781	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00010503	Hsap	Hsap__GeneID_22862, Hsap__GeneID_64778	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006710	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Shae__MS3_00006969	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Shae__MS3_00010433	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Shae__MS3_00001233	Hsap	Hsap__GeneID_4684, Hsap__GeneID_4685	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00001568	Hsap	Hsap__GeneID_4868	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00006635	Hsap	Hsap__GeneID_4868	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00001541	Hsap	Hsap__GeneID_114088, Hsap__GeneID_440730	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008826	Hsap	Hsap__GeneID_100131137, Hsap__GeneID_4318, Hsap__GeneID_64100	one-to-many	1	3	Orthologues/Hsap.tsv
Sjap__EWB00_002123	Hsap	Hsap__GeneID_5787, Hsap__GeneID_5793, Hsap__GeneID_5794, Hsap__GeneID_5795, Hsap__GeneID_5800, Hsap__GeneID_5803	one-to-many	1	6	Orthologues/Hsap.tsv
Sjap__EWB00_002236	Hsap	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	2	4	Orthologues/Hsap.tsv
Sjap__EWB00_006149	Hsap	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	2	4	Orthologues/Hsap.tsv
Sjap__EWB00_009360	Hsap	Hsap__GeneID_1272, Hsap__GeneID_152330, Hsap__GeneID_27255, Hsap__GeneID_5067, Hsap__GeneID_53942, Hsap__GeneID_6900	one-to-many	1	6	Orthologues/Hsap.tsv
Sjap__EWB00_000603	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Sjap__EWB00_009052	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Sjap__EWB00_003964	Hsap	Hsap__GeneID_3480, Hsap__GeneID_3643, Hsap__GeneID_3645	many-to-many	2	3	Orthologues/Hsap.tsv
Sjap__EWB00_006448	Hsap	Hsap__GeneID_22862, Hsap__GeneID_64778	one-to-many	1	2	Orthologues/Hsap.tsv
Sjap__EWB00_003810	Hsap	Hsap__GeneID_3730	many-to-one	4	1	Orthologues/Hsap.tsv
Sjap__EWB00_010663	Hsap	Hsap__GeneID_3730	many-to-one	4	1	Orthologues/Hsap.tsv
Sjap__EWB00_002345	Hsap	Hsap__GeneID_3730	many-to-one	4	1	Orthologues/Hsap.tsv
Sjap__EWB00_003808	Hsap	Hsap__GeneID_3730	many-to-one	4	1	Orthologues/Hsap.tsv
Sjap__EWB00_002463	Hsap	Hsap__GeneID_4684, Hsap__GeneID_4685	one-to-many	1	2	Orthologues/Hsap.tsv
Sjap__EWB00_003878	Hsap	Hsap__GeneID_1826, Hsap__GeneID_57453	one-to-many	1	2	Orthologues/Hsap.tsv
Sjap__EWB00_006815	Hsap	Hsap__GeneID_4868	many-to-one	3	1	Orthologues/Hsap.tsv
Sjap__EWB00_004279	Hsap	Hsap__GeneID_4868	many-to-one	3	1	Orthologues/Hsap.tsv
Sjap__EWB00_004250	Hsap	Hsap__GeneID_114088, Hsap__GeneID_440730	one-to-many	1	2	Orthologues/Hsap.tsv
Sjap__EWB00_005294	Hsap	Hsap__GeneID_100131137, Hsap__GeneID_4318, Hsap__GeneID_64100	one-to-many	1	3	Orthologues/Hsap.tsv
Sjap__EWB00_003778	Hsap	Hsap__GeneID_26095	one-to-one	1	1	Orthologues/Hsap.tsv
Sman__Smp_152750	Hsap	Hsap__GeneID_5787, Hsap__GeneID_5793, Hsap__GeneID_5794, Hsap__GeneID_5795, Hsap__GeneID_5800, Hsap__GeneID_5803	one-to-many	1	6	Orthologues/Hsap.tsv
Sman__Smp_303910	Hsap	Hsap__GeneID_283284, Hsap__GeneID_343263, Hsap__GeneID_4604, Hsap__GeneID_4606, Hsap__GeneID_4607, Hsap__GeneID_4608, Hsap__GeneID_7273	one-to-many	1	7	Orthologues/Hsap.tsv
Sman__Smp_204750	Hsap	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	2	4	Orthologues/Hsap.tsv
Sman__Smp_024660	Hsap	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	2	4	Orthologues/Hsap.tsv
Sman__Smp_148020	Hsap	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	3	4	Orthologues/Hsap.tsv
Sman__Smp_176350	Hsap	Hsap__GeneID_1272, Hsap__GeneID_152330, Hsap__GeneID_27255, Hsap__GeneID_5067, Hsap__GeneID_53942, Hsap__GeneID_6900	one-to-many	1	6	Orthologues/Hsap.tsv
Sman__Smp_244080	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Sman__Smp_344760	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Sman__Smp_342880	Hsap	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	3	3	Orthologues/Hsap.tsv
Sman__Smp_266820	Hsap	Hsap__GeneID_22862, Hsap__GeneID_64778	one-to-many	1	2	Orthologues/Hsap.tsv
Sman__Smp_159450	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Sman__Smp_311870	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Sman__Smp_346250	Hsap	Hsap__GeneID_3730	many-to-one	3	1	Orthologues/Hsap.tsv
Sman__Smp_171460	Hsap	Hsap__GeneID_4684, Hsap__GeneID_4685	one-to-many	1	2	Orthologues/Hsap.tsv
Sman__Smp_164270	Hsap	Hsap__GeneID_1826, Hsap__GeneID_57453	one-to-many	1	2	Orthologues/Hsap.tsv
Sman__Smp_132700	Hsap	Hsap__GeneID_4868	many-to-one	2	1	Orthologues/Hsap.tsv
Sman__Smp_130070	Hsap	Hsap__GeneID_4868	many-to-one	2	1	Orthologues/Hsap.tsv
Sman__Smp_332470	Hsap	Hsap__GeneID_114088, Hsap__GeneID_440730	one-to-many	1	2	Orthologues/Hsap.tsv
Sman__Smp_346180	Hsap	Hsap__GeneID_26095	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00009815	Mmus	Mmus__GeneID_19263, Mmus__GeneID_19270, Mmus__GeneID_19271, Mmus__GeneID_19277, Mmus__GeneID_19283, Mmus__GeneID_545902	one-to-many	1	6	Orthologues/Mmus.tsv
Shae__MS3_00002673	Mmus	Mmus__GeneID_109272, Mmus__GeneID_17868, Mmus__GeneID_22138, Mmus__GeneID_233199, Mmus__GeneID_53311, Mmus__GeneID_68753	one-to-many	1	6	Orthologues/Mmus.tsv
Shae__MS3_00007710	Mmus	Mmus__GeneID_19649, Mmus__GeneID_19876, Mmus__GeneID_268902, Mmus__GeneID_74144	many-to-many	2	4	Orthologues/Mmus.tsv
Shae__MS3_00004868	Mmus	Mmus__GeneID_19649, Mmus__GeneID_19876, Mmus__GeneID_268902, Mmus__GeneID_74144	many-to-many	2	4	Orthologues/Mmus.tsv
Shae__MS3_00010198	Mmus	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	3	4	Orthologues/Mmus.tsv
Shae__MS3_00011072	Mmus	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	3	4	Orthologues/Mmus.tsv
Shae__MS3_00003925	Mmus	Mmus__GeneID_12805, Mmus__GeneID_18488, Mmus__GeneID_21367, Mmus__GeneID_244682, Mmus__GeneID_269784, Mmus__GeneID_53870	one-to-many	1	6	Orthologues/Mmus.tsv
Shae__MS3_00002886	Mmus	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	3	3	Orthologues/Mmus.tsv
Shae__MS3_00000599	Mmus	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	3	3	Orthologues/Mmus.tsv
Shae__MS3_00004247	Mmus	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	3	3	Orthologues/Mmus.tsv
Shae__MS3_00009248	Mmus	Mmus__GeneID_15170, Mmus__GeneID_19247	many-to-many	2	2	Orthologues/Mmus.tsv
Shae__MS3_00010503	Mmus	Mmus__GeneID_319448, Mmus__GeneID_331491, Mmus__GeneID_333564, Mmus__GeneID_72007	one-to-many	1	4	Orthologues/Mmus.tsv
Shae__MS3_00001233	Mmus	Mmus__GeneID_17967, Mmus__GeneID_17968	one-to-many	1	2	Orthologues/Mmus.tsv
Shae__MS3_00001568	Mmus	Mmus__GeneID_54631	many-to-one	2	1	Orthologues/Mmus.tsv
Shae__MS3_00006635	Mmus	Mmus__GeneID_54631	many-to-one	2	1	Orthologues/Mmus.tsv
Shae__MS3_00001541	Mmus	Mmus__GeneID_330863, Mmus__GeneID_94090	one-to-many	1	2	Orthologues/Mmus.tsv
Shae__MS3_00008826	Mmus	Mmus__GeneID_17395, Mmus__GeneID_330470, Mmus__GeneID_77684	one-to-many	1	3	Orthologues/Mmus.tsv
Shae__MS3_00009394	Mmus	Mmus__GeneID_12483	many-to-one	3	1	Orthologues/Mmus.tsv
Sjap__EWB00_002123	Mmus	Mmus__GeneID_19263, Mmus__GeneID_19270, Mmus__GeneID_19271, Mmus__GeneID_19277, Mmus__GeneID_19283, Mmus__GeneID_545902	one-to-many	1	6	Orthologues/Mmus.tsv
Sjap__EWB00_002236	Mmus	Mmus__GeneID_19649, Mmus__GeneID_19876, Mmus__GeneID_268902, Mmus__GeneID_74144	many-to-many	2	4	Orthologues/Mmus.tsv
Sjap__EWB00_006149	Mmus	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	2	4	Orthologues/Mmus.tsv
Sjap__EWB00_009360	Mmus	Mmus__GeneID_12805, Mmus__GeneID_18488, Mmus__GeneID_21367, Mmus__GeneID_244682, Mmus__GeneID_269784, Mmus__GeneID_53870	one-to-many	1	6	Orthologues/Mmus.tsv
Sjap__EWB00_000603	Mmus	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	3	3	Orthologues/Mmus.tsv
Sjap__EWB00_009052	Mmus	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	3	3	Orthologues/Mmus.tsv
Sjap__EWB00_003964	Mmus	Mmus__GeneID_16001, Mmus__GeneID_16337, Mmus__GeneID_23920	many-to-many	2	3	Orthologues/Mmus.tsv
