candidate_id	prepared_id	mapping_status	HOG	Orthogroup	Hsap_orthologues	Hsap_relationship	Cele_orthologues	Cele_relationship	Dmel_orthologues	Dmel_relationship	Mmus_orthologues	Mmus_relationship	Xlae_orthologues	Xlae_relationship	HOG_status	Hsap_HOG_copy_counts	Cele_HOG_copy_counts	Shae_HOG_copy_counts	Sjap_HOG_copy_counts	Sman_HOG_copy_counts	Dmel_HOG_copy_counts	Mmus_HOG_copy_counts	Xlae_HOG_copy_counts
Shae__MS3_00006969	Shae__MS3_00006969	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Shae__MS3_00007223	Shae__MS3_00007223	matched	OG0007305	OG0007305		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	2	2	2	0	0	0
Shae__MS3_00007710	Shae__MS3_00007710	matched	OG0000548	OG0000548	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	Cele__WBGene00004729	many-to-one	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	Mmus__GeneID_19649, Mmus__GeneID_19876, Mmus__GeneID_268902, Mmus__GeneID_74144	many-to-many	Xlae__GeneID_100462919, Xlae__GeneID_108696400, Xlae__GeneID_108696402, Xlae__GeneID_108704930, Xlae__GeneID_108704932, Xlae__GeneID_108707903, Xlae__GeneID_108709204, Xlae__GeneID_399392	many-to-many	shared HOG	4	1	2	2	2	3	4	8
Shae__MS3_00008826	Shae__MS3_00008826	matched	OG0002737	OG0002737	Hsap__GeneID_100131137, Hsap__GeneID_4318, Hsap__GeneID_64100	one-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_17395, Mmus__GeneID_330470, Mmus__GeneID_77684	one-to-many	Xlae__GeneID_100037129, Xlae__GeneID_108702732, Xlae__GeneID_379663	one-to-many	shared HOG	3	0	1	1	1	0	3	3
Shae__MS3_00009248	Shae__MS3_00009248	matched	OG0001215	OG0001215	Hsap__GeneID_5777, Hsap__GeneID_5781	many-to-many	Cele__WBGene00004214	many-to-one	Dmel__GeneID_45278	many-to-one	Mmus__GeneID_15170, Mmus__GeneID_19247	many-to-many	Xlae__GeneID_100380954, Xlae__GeneID_108697240, Xlae__GeneID_108697335, Xlae__GeneID_108716965, Xlae__GeneID_399291, Xlae__GeneID_444193	many-to-many	shared HOG	2	1	2	2	1	1	2	6
Shae__MS3_00009394	Shae__MS3_00009394	matched	OG0003038	OG0003038		no direct pairwise orthologue detected	Cele__WBGene00018215	many-to-one	Dmel__GeneID_33613, Dmel__GeneID_33619	many-to-many	Mmus__GeneID_12483	many-to-one		no direct pairwise orthologue detected	shared HOG	0	1	3	2	2	2	1	0
Shae__MS3_00009815	Shae__MS3_00009815	matched	OG0000212	OG0000212	Hsap__GeneID_5787, Hsap__GeneID_5793, Hsap__GeneID_5794, Hsap__GeneID_5795, Hsap__GeneID_5800, Hsap__GeneID_5803	one-to-many	Cele__WBGene00009717, Cele__WBGene00010558, Cele__WBGene00021314	one-to-many	Dmel__GeneID_31425, Dmel__GeneID_32115, Dmel__GeneID_32975, Dmel__GeneID_32976, Dmel__GeneID_43469	one-to-many	Mmus__GeneID_19263, Mmus__GeneID_19270, Mmus__GeneID_19271, Mmus__GeneID_19277, Mmus__GeneID_19283, Mmus__GeneID_545902	one-to-many	Xlae__GeneID_108696762, Xlae__GeneID_108697805, Xlae__GeneID_108704986, Xlae__GeneID_108704988, Xlae__GeneID_108705000, Xlae__GeneID_108710688, Xlae__GeneID_108711100, Xlae__GeneID_108713150, Xlae__GeneID_108713433, Xlae__GeneID_108713595, Xlae__GeneID_108715053, Xlae__GeneID_121396151, Xlae__GeneID_121396156, Xlae__GeneID_121399206, Xlae__GeneID_121399248, Xlae__GeneID_121399559, Xlae__GeneID_399352, Xlae__GeneID_432027	one-to-many	shared HOG	6	3	1	1	1	5	6	18
Shae__MS3_00010050	Shae__MS3_00010050	matched	OG0010555	OG0010555		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	2	1	1	0	0	0
Shae__MS3_00010198	Shae__MS3_00010198	matched	OG0000568	OG0000568	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	Cele__WBGene00002243, Cele__WBGene00004732, Cele__WBGene00023520	many-to-many	Dmel__GeneID_31792	many-to-one	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	Xlae__GeneID_108705354, Xlae__GeneID_108709439, Xlae__GeneID_108713127, Xlae__GeneID_373742, Xlae__GeneID_443913	many-to-many	shared HOG	4	3	3	2	3	1	4	5
Shae__MS3_00010224	Shae__MS3_00010224	matched	OG0013645	OG0013645		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00010298	Shae__MS3_00010298	matched	OG0007310	OG0007310		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	2	3	0	0	0
Shae__MS3_00010310	Shae__MS3_00010310	matched	OG0013657	OG0013657		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00010433	Shae__MS3_00010433	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Shae__MS3_00010503	Shae__MS3_00010503	matched	OG0001293	OG0001293	Hsap__GeneID_22862, Hsap__GeneID_64778	one-to-many	Cele__WBGene00007944	one-to-one	Dmel__GeneID_34987	one-to-one	Mmus__GeneID_319448, Mmus__GeneID_331491, Mmus__GeneID_333564, Mmus__GeneID_72007	one-to-many	Xlae__GeneID_108700166, Xlae__GeneID_108708664, Xlae__GeneID_108709916, Xlae__GeneID_108717008, Xlae__GeneID_108718096, Xlae__GeneID_446899	one-to-many	shared HOG	2	1	1	1	1	1	4	6
Shae__MS3_00011072	Shae__MS3_00011072	matched	OG0000568	OG0000568	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	Cele__WBGene00002243, Cele__WBGene00004732, Cele__WBGene00023520	many-to-many	Dmel__GeneID_31792	many-to-one	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	Xlae__GeneID_108705354, Xlae__GeneID_108709439, Xlae__GeneID_108713127, Xlae__GeneID_373742, Xlae__GeneID_443913	many-to-many	shared HOG	4	3	3	2	3	1	4	5
Shae__MS3_00011127	Shae__MS3_00011127	matched	OG0013755	OG0013755		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_000603	Sjap__EWB00_000603	matched	OG0000665	OG0000665	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	Cele__WBGene00004215	many-to-one	Dmel__GeneID_35259	many-to-one	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	Xlae__GeneID_108711853, Xlae__GeneID_108714090, Xlae__GeneID_108715545, Xlae__GeneID_398160, Xlae__GeneID_398161, Xlae__GeneID_399155	many-to-many	shared HOG	3	1	3	3	3	1	3	6
Sjap__EWB00_000873	Sjap__EWB00_000873	matched	OG0013657	OG0013657		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_002123	Sjap__EWB00_002123	matched	OG0000212	OG0000212	Hsap__GeneID_5787, Hsap__GeneID_5793, Hsap__GeneID_5794, Hsap__GeneID_5795, Hsap__GeneID_5800, Hsap__GeneID_5803	one-to-many	Cele__WBGene00009717, Cele__WBGene00010558, Cele__WBGene00021314	one-to-many	Dmel__GeneID_31425, Dmel__GeneID_32115, Dmel__GeneID_32975, Dmel__GeneID_32976, Dmel__GeneID_43469	one-to-many	Mmus__GeneID_19263, Mmus__GeneID_19270, Mmus__GeneID_19271, Mmus__GeneID_19277, Mmus__GeneID_19283, Mmus__GeneID_545902	one-to-many	Xlae__GeneID_108696762, Xlae__GeneID_108697805, Xlae__GeneID_108704986, Xlae__GeneID_108704988, Xlae__GeneID_108705000, Xlae__GeneID_108710688, Xlae__GeneID_108711100, Xlae__GeneID_108713150, Xlae__GeneID_108713433, Xlae__GeneID_108713595, Xlae__GeneID_108715053, Xlae__GeneID_121396151, Xlae__GeneID_121396156, Xlae__GeneID_121399206, Xlae__GeneID_121399248, Xlae__GeneID_121399559, Xlae__GeneID_399352, Xlae__GeneID_432027	one-to-many	shared HOG	6	3	1	1	1	5	6	18
Sjap__EWB00_002236	Sjap__EWB00_002236	matched	OG0000548	OG0000548	Hsap__GeneID_54538, Hsap__GeneID_6091, Hsap__GeneID_6092, Hsap__GeneID_64221	many-to-many	Cele__WBGene00004729	many-to-one	Dmel__GeneID_33314, Dmel__GeneID_37603, Dmel__GeneID_44522	many-to-many	Mmus__GeneID_19649, Mmus__GeneID_19876, Mmus__GeneID_268902, Mmus__GeneID_74144	many-to-many	Xlae__GeneID_100462919, Xlae__GeneID_108696400, Xlae__GeneID_108696402, Xlae__GeneID_108704930, Xlae__GeneID_108704932, Xlae__GeneID_108707903, Xlae__GeneID_108709204, Xlae__GeneID_399392	many-to-many	shared HOG	4	1	2	2	2	3	4	8
Sjap__EWB00_002345	Sjap__EWB00_002345	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Sjap__EWB00_002463	Sjap__EWB00_002463	matched	OG0001841	OG0001841	Hsap__GeneID_4684, Hsap__GeneID_4685	one-to-many	Cele__WBGene00006981, Cele__WBGene00017184	one-to-many	Dmel__GeneID_31364	one-to-one	Mmus__GeneID_17967, Mmus__GeneID_17968	one-to-many	Xlae__GeneID_108707426, Xlae__GeneID_108709214, Xlae__GeneID_397761, Xlae__GeneID_397762	one-to-many	shared HOG	2	2	1	1	1	1	2	4
Sjap__EWB00_002960	Sjap__EWB00_002960	matched	OG0013645	OG0013645		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_003324	Sjap__EWB00_003324	matched	OG0000384	OG0000384		orthogroup member without direct pairwise orthologue		orthogroup member without direct pairwise orthologue	Dmel__GeneID_38384	many-to-one		orthogroup member without direct pairwise orthologue		orthogroup member without direct pairwise orthologue	shared HOG	7	4	1	2	1	1	6	9
Sjap__EWB00_003342	Sjap__EWB00_003342	matched	OG0007305	OG0007305		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	2	2	2	0	0	0
Sjap__EWB00_003778	Sjap__EWB00_003778	matched	OG0007341	OG0007341	Hsap__GeneID_26095	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_19256	one-to-one		no direct pairwise orthologue detected	shared HOG	1	0	1	1	1	0	1	0
Sjap__EWB00_003808	Sjap__EWB00_003808	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Sjap__EWB00_003810	Sjap__EWB00_003810	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Sjap__EWB00_003878	Sjap__EWB00_003878	matched	OG0001933	OG0001933	Hsap__GeneID_1826, Hsap__GeneID_57453	one-to-many		no direct pairwise orthologue detected	Dmel__GeneID_2769008, Dmel__GeneID_35652, Dmel__GeneID_38788, Dmel__GeneID_42103	one-to-many	Mmus__GeneID_114873, Mmus__GeneID_13508	one-to-many	Xlae__GeneID_108696466, Xlae__GeneID_108697593, Xlae__GeneID_108708870, Xlae__GeneID_735085	one-to-many	shared HOG	2	0	0	1	1	4	2	4
Sjap__EWB00_003964	Sjap__EWB00_003964	matched	OG0000805	OG0000805	Hsap__GeneID_3480, Hsap__GeneID_3643, Hsap__GeneID_3645	many-to-many	Cele__WBGene00000898	many-to-one	Dmel__GeneID_41809, Dmel__GeneID_42549	many-to-many	Mmus__GeneID_16001, Mmus__GeneID_16337, Mmus__GeneID_23920	many-to-many	Xlae__GeneID_100158430, Xlae__GeneID_108700357, Xlae__GeneID_108711478, Xlae__GeneID_398006, Xlae__GeneID_398022, Xlae__GeneID_398941	many-to-many	shared HOG	3	1	2	2	2	2	3	6
Sjap__EWB00_004250	Sjap__EWB00_004250	matched	OG0002241	OG0002241	Hsap__GeneID_114088, Hsap__GeneID_440730	one-to-many	Cele__WBGene00016539	one-to-one	Dmel__GeneID_34453	one-to-one	Mmus__GeneID_330863, Mmus__GeneID_94090	one-to-many	Xlae__GeneID_108698771, Xlae__GeneID_108699783, Xlae__GeneID_108716120, Xlae__GeneID_108717840	one-to-many	shared HOG	2	1	1	1	1	1	2	4
Sjap__EWB00_004279	Sjap__EWB00_004279	matched	OG0002160	OG0002160	Hsap__GeneID_4868	many-to-one	Cele__WBGene00007750	many-to-one	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	Mmus__GeneID_54631	many-to-one	Xlae__GeneID_734213	many-to-one	shared HOG	1	1	2	3	2	2	1	1
Sjap__EWB00_004938	Sjap__EWB00_004938	matched				no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	not found in selected HOG table								
Sjap__EWB00_005094	Sjap__EWB00_005094	matched	OG0003038	OG0003038		no direct pairwise orthologue detected	Cele__WBGene00018215	many-to-one	Dmel__GeneID_33613, Dmel__GeneID_33619	many-to-many	Mmus__GeneID_12483	many-to-one		no direct pairwise orthologue detected	shared HOG	0	1	3	2	2	2	1	0
Sjap__EWB00_005238	Sjap__EWB00_005238	matched	OG0010555	OG0010555		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	2	1	1	0	0	0
Sjap__EWB00_005294	Sjap__EWB00_005294	matched	OG0002737	OG0002737	Hsap__GeneID_100131137, Hsap__GeneID_4318, Hsap__GeneID_64100	one-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_17395, Mmus__GeneID_330470, Mmus__GeneID_77684	one-to-many	Xlae__GeneID_100037129, Xlae__GeneID_108702732, Xlae__GeneID_379663	one-to-many	shared HOG	3	0	1	1	1	0	3	3
Sjap__EWB00_005510	Sjap__EWB00_005510	matched	OG0012358	OG0012358		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_006149	Sjap__EWB00_006149	matched	OG0000568	OG0000568	Hsap__GeneID_10752, Hsap__GeneID_23114, Hsap__GeneID_3897, Hsap__GeneID_4897	many-to-many	Cele__WBGene00002243, Cele__WBGene00004732, Cele__WBGene00023520	many-to-many	Dmel__GeneID_31792	many-to-one	Mmus__GeneID_12661, Mmus__GeneID_16728, Mmus__GeneID_269116, Mmus__GeneID_319504	many-to-many	Xlae__GeneID_108705354, Xlae__GeneID_108709439, Xlae__GeneID_108713127, Xlae__GeneID_373742, Xlae__GeneID_443913	many-to-many	shared HOG	4	3	3	2	3	1	4	5
Sjap__EWB00_006185	Sjap__EWB00_006185	matched	OG0012469	OG0012469		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_006448	Sjap__EWB00_006448	matched	OG0001293	OG0001293	Hsap__GeneID_22862, Hsap__GeneID_64778	one-to-many	Cele__WBGene00007944	one-to-one	Dmel__GeneID_34987	one-to-one	Mmus__GeneID_319448, Mmus__GeneID_331491, Mmus__GeneID_333564, Mmus__GeneID_72007	one-to-many	Xlae__GeneID_108700166, Xlae__GeneID_108708664, Xlae__GeneID_108709916, Xlae__GeneID_108717008, Xlae__GeneID_108718096, Xlae__GeneID_446899	one-to-many	shared HOG	2	1	1	1	1	1	4	6
Sjap__EWB00_006815	Sjap__EWB00_006815	matched	OG0002160	OG0002160	Hsap__GeneID_4868	many-to-one	Cele__WBGene00007750	many-to-one	Dmel__GeneID_44097, Dmel__GeneID_44129	many-to-many	Mmus__GeneID_54631	many-to-one	Xlae__GeneID_734213	many-to-one	shared HOG	1	1	2	3	2	2	1	1
Sjap__EWB00_007901	Sjap__EWB00_007901	matched	OG0007310	OG0007310		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	2	3	0	0	0
Sjap__EWB00_009052	Sjap__EWB00_009052	matched	OG0000665	OG0000665	Hsap__GeneID_5789, Hsap__GeneID_5792, Hsap__GeneID_5802	many-to-many	Cele__WBGene00004215	many-to-one	Dmel__GeneID_35259	many-to-one	Mmus__GeneID_19266, Mmus__GeneID_19268, Mmus__GeneID_19280	many-to-many	Xlae__GeneID_108711853, Xlae__GeneID_108714090, Xlae__GeneID_108715545, Xlae__GeneID_398160, Xlae__GeneID_398161, Xlae__GeneID_399155	many-to-many	shared HOG	3	1	3	3	3	1	3	6
Sjap__EWB00_009360	Sjap__EWB00_009360	matched	OG0000617	OG0000617	Hsap__GeneID_1272, Hsap__GeneID_152330, Hsap__GeneID_27255, Hsap__GeneID_5067, Hsap__GeneID_53942, Hsap__GeneID_6900	one-to-many	Cele__WBGene00016354	one-to-one	Dmel__GeneID_40553	one-to-one	Mmus__GeneID_12805, Mmus__GeneID_18488, Mmus__GeneID_21367, Mmus__GeneID_244682, Mmus__GeneID_269784, Mmus__GeneID_53870	one-to-many	Xlae__GeneID_108707575, Xlae__GeneID_108708146, Xlae__GeneID_108710006, Xlae__GeneID_108714621, Xlae__GeneID_378666, Xlae__GeneID_397710, Xlae__GeneID_432118	one-to-many	shared HOG	6	1	1	1	1	1	6	7
Sjap__EWB00_009592	Sjap__EWB00_009592	matched	OG0013755	OG0013755		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Sjap__EWB00_010663	Sjap__EWB00_010663	matched	OG0001604	OG0001604	Hsap__GeneID_3730	many-to-one	Cele__WBGene00002181	many-to-one	Dmel__GeneID_42865	many-to-one		no direct pairwise orthologue detected	Xlae__GeneID_108707973, Xlae__GeneID_108709163	many-to-many	shared HOG	1	1	3	4	3	1	0	2
Sjap__EWB00_011116	Sjap__EWB00_011116	matched	OG0007352	OG0007352		no direct pairwise orthologue detected	Cele__WBGene00006759	one-to-one	Dmel__GeneID_43814	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	shared HOG	0	1	1	1	1	1	0	0
