#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MS3_00852	MS3_04014	6185.A0A094ZFZ8	6185.A0A095C2B3	0	0	0	0	0	0.176	0.218	0.155	0.407
MS3_00852	MS3_02183	6185.A0A094ZFZ8	6185.A0A094ZHK3	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_00852	MS3_08281	6185.A0A094ZFZ8	6185.A0A095A2S1	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_00852	MS3_04979	6185.A0A094ZFZ8	6185.A0A095C4C1	0	0	0	0	0	0.087	0	0.463	0.488
MS3_00852	MS3_04616	6185.A0A094ZFZ8	6185.A0A095APX4	0	0	0	0	0.049	0.182	0.379	0.091	0.502
MS3_00852	MS3_05026	6185.A0A094ZFZ8	6185.A0A095AQX5	0	0	0	0	0.042	0.223	0	0.389	0.505
MS3_00852	MS3_07374	6185.A0A094ZFZ8	6185.A0A095AWE8	0	0	0	0	0.042	0.215	0.259	0.261	0.533
MS3_00852	MS3_10188	6185.A0A094ZFZ8	6185.A0A095B398	0	0	0	0	0.071	0.067	0.050	0.529	0.560
MS3_00852	MS3_08642	6185.A0A094ZFZ8	6185.A0A095A3M6	0	0	0	0	0.201	0	0.271	0.325	0.572
MS3_00852	MS3_08067	6185.A0A094ZFZ8	6185.A0A094ZXH0	0	0	0	0	0.076	0.074	0	0.565	0.595
MS3_00852	MS3_07220	6185.A0A094ZFZ8	6185.A0A095A048	0	0	0	0	0	0.088	0.160	0.583	0.652
MS3_00852	MS3_07221	6185.A0A094ZFZ8	6185.A0A095AW46	0	0	0	0	0	0.088	0.160	0.583	0.652
MS3_00852	MS3_06750	6185.A0A094ZFZ8	6185.A0A095C865	0	0	0	0	0.185	0	0.299	0.545	0.717
MS3_00852	MS3_05634	6185.A0A094ZFZ8	6185.A0A094ZSZ5	0	0	0	0	0	0.695	0	0.278	0.770
MS3_01006	MS3_05634	6185.A0A095AG66	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_01006	MS3_08434	6185.A0A095AG66	6185.A0A095A335	0	0	0.132	0.818	0	0	0.900	0	0.909
MS3_01079	MS3_00256	6185.A0A095AGB3	6185.A0A094ZCZ2	0	0	0	0	0.107	0.732	0	0.270	0.810
MS3_01079	MS3_08067	6185.A0A095AGB3	6185.A0A094ZXH0	0	0	0	0	0	0.136	0.095	0.369	0.463
MS3_01079	MS3_07220	6185.A0A095AGB3	6185.A0A095A048	0	0	0	0	0.049	0.437	0.344	0.177	0.672
MS3_01079	MS3_07221	6185.A0A095AGB3	6185.A0A095AW46	0	0	0	0	0.049	0.437	0.344	0.177	0.672
MS3_01079	MS3_05026	6185.A0A095AGB3	6185.A0A095AQX5	0	0	0	0	0.075	0.256	0	0.659	0.744
MS3_01079	MS3_04014	6185.A0A095AGB3	6185.A0A095C2B3	0	0	0	0	0.049	0.516	0.411	0.177	0.747
MS3_01079	MS3_07374	6185.A0A095AGB3	6185.A0A095AWE8	0	0	0	0	0.049	0.516	0.496	0.177	0.783
MS3_01298	MS3_00361	6185.A0A095BVY6	6185.A0A094ZD96	0	0	0	0	0.118	0.687	0	0.264	0.779
MS3_01298	MS3_04907	6185.A0A095BVY6	6185.A0A094ZPG8	0	0	0	0	0.043	0.136	0.095	0.318	0.421
MS3_01298	MS3_04427	6185.A0A095BVY6	6185.A0A094ZPS9	0	0	0	0	0.124	0.867	0	0.442	0.929
MS3_01298	MS3_05634	6185.A0A095BVY6	6185.A0A094ZSZ5	0	0	0	0	0	0.300	0.406	0.297	0.682
MS3_01298	MS3_05600	6185.A0A095BVY6	6185.A0A094ZVX7	0	0	0	0.620	0.066	0.235	0	0.232	0.403
MS3_01298	MS3_07063	6185.A0A095BVY6	6185.A0A094ZWG6	0	0	0	0	0	0.514	0.242	0.249	0.699
MS3_01298	MS3_08067	6185.A0A095BVY6	6185.A0A094ZXH0	0	0	0.137	0.612	0.086	0.109	0.540	0.043	0.634
MS3_01298	MS3_08642	6185.A0A095BVY6	6185.A0A095A3M6	0	0	0	0	0.094	0.354	0.275	0.232	0.630
MS3_01298	MS3_10188	6185.A0A095BVY6	6185.A0A095B398	0	0	0	0	0.082	0.355	0.052	0.299	0.553
MS3_01298	MS3_06750	6185.A0A095BVY6	6185.A0A095C865	0	0	0	0	0.047	0.140	0.298	0.143	0.440
MS3_01298	MS3_04979	6185.A0A095BVY6	6185.A0A095C4C1	0	0	0	0	0.067	0	0	0.562	0.573
MS3_01602	MS3_05316	6185.A0A095AHJ7	6185.A0A094ZQH5	0	0	0.149	0.783	0	0	0.900	0	0.911
MS3_01602	MS3_05634	6185.A0A095AHJ7	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_01602	MS3_05320	6185.A0A095AHJ7	6185.A0A094ZV34	0	0	0.123	0.827	0	0	0.900	0	0.908
MS3_01744	MS3_04014	6185.A0A094ZGB5	6185.A0A095C2B3	0	0	0	0	0	0.176	0.218	0.155	0.407
MS3_01744	MS3_02183	6185.A0A094ZGB5	6185.A0A094ZHK3	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_01744	MS3_08281	6185.A0A094ZGB5	6185.A0A095A2S1	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_01744	MS3_04979	6185.A0A094ZGB5	6185.A0A095C4C1	0	0	0	0	0	0.087	0	0.463	0.488
MS3_01744	MS3_04616	6185.A0A094ZGB5	6185.A0A095APX4	0	0	0	0	0.049	0.182	0.379	0.091	0.502
MS3_01744	MS3_05026	6185.A0A094ZGB5	6185.A0A095AQX5	0	0	0	0	0.042	0.223	0	0.389	0.505
MS3_01744	MS3_07374	6185.A0A094ZGB5	6185.A0A095AWE8	0	0	0	0	0.042	0.215	0.259	0.261	0.533
MS3_01744	MS3_10188	6185.A0A094ZGB5	6185.A0A095B398	0	0	0	0	0.071	0.067	0.050	0.529	0.560
MS3_01744	MS3_08642	6185.A0A094ZGB5	6185.A0A095A3M6	0	0	0	0	0.201	0	0.271	0.325	0.572
MS3_01744	MS3_08067	6185.A0A094ZGB5	6185.A0A094ZXH0	0	0	0	0	0.076	0.074	0	0.565	0.595
MS3_01744	MS3_07220	6185.A0A094ZGB5	6185.A0A095A048	0	0	0	0	0	0.088	0.160	0.583	0.652
MS3_01744	MS3_07221	6185.A0A094ZGB5	6185.A0A095AW46	0	0	0	0	0	0.088	0.160	0.583	0.652
MS3_01744	MS3_06750	6185.A0A094ZGB5	6185.A0A095C865	0	0	0	0	0.185	0	0.299	0.545	0.717
MS3_01744	MS3_05634	6185.A0A094ZGB5	6185.A0A094ZSZ5	0	0	0	0	0	0.695	0	0.278	0.770
MS3_02183	MS3_00852	6185.A0A094ZHK3	6185.A0A094ZFZ8	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_02183	MS3_01744	6185.A0A094ZHK3	6185.A0A094ZGB5	0	0	0	0	0.060	0.424	0	0.060	0.446
MS3_02183	MS3_06750	6185.A0A094ZHK3	6185.A0A095C865	0	0	0	0	0	0.175	0.270	0.129	0.429
MS3_02183	MS3_08281	6185.A0A094ZHK3	6185.A0A095A2S1	0	0	0	0.549	0	0	0.540	0	0.540
MS3_02183	MS3_08067	6185.A0A094ZHK3	6185.A0A094ZXH0	0	0	0	0	0	0.231	0.433	0.152	0.597
MS3_02183	MS3_07063	6185.A0A094ZHK3	6185.A0A094ZWG6	0	0	0	0	0	0.239	0.449	0.143	0.609
MS3_02183	MS3_05634	6185.A0A094ZHK3	6185.A0A094ZSZ5	0	0	0	0	0.066	0.676	0.759	0.464	0.955
MS3_02455	MS3_09318	6185.A0A094ZIB8	6185.A0A095A5F3	0	0	0	0	0	0.231	0.258	0.059	0.416
MS3_02455	MS3_08067	6185.A0A094ZIB8	6185.A0A094ZXH0	0	0	0	0	0	0.240	0.430	0.187	0.617
MS3_02455	MS3_07063	6185.A0A094ZIB8	6185.A0A094ZWG6	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_02455	MS3_05634	6185.A0A094ZIB8	6185.A0A094ZSZ5	0	0	0	0	0	0.146	0.286	0.631	0.755
MS3_04014	MS3_00256	6185.A0A095C2B3	6185.A0A094ZCZ2	0	0	0	0	0.080	0.469	0	0.074	0.508
MS3_04014	MS3_00361	6185.A0A095C2B3	6185.A0A094ZD96	0	0	0	0	0.054	0.355	0.174	0.167	0.523
MS3_04014	MS3_00852	6185.A0A095C2B3	6185.A0A094ZFZ8	0	0	0	0	0	0.176	0.218	0.155	0.407
MS3_04014	MS3_01744	6185.A0A095C2B3	6185.A0A094ZGB5	0	0	0	0	0	0.176	0.218	0.155	0.407
MS3_04014	MS3_04907	6185.A0A095C2B3	6185.A0A094ZPG8	0	0	0	0	0.193	0.516	0.406	0.130	0.771
MS3_04014	MS3_04427	6185.A0A095C2B3	6185.A0A094ZPS9	0	0	0	0	0.054	0.355	0.174	0.167	0.523
MS3_04014	MS3_01079	6185.A0A095C2B3	6185.A0A095AGB3	0	0	0	0	0.049	0.516	0.411	0.177	0.747
MS3_04014	MS3_05026	6185.A0A095C2B3	6185.A0A095AQX5	0	0	0	0	0.125	0.516	0	0.305	0.679
MS3_04014	MS3_07374	6185.A0A095C2B3	6185.A0A095AWE8	0	0	0	0	0	0.464	0	0	0.464
MS3_04014	MS3_00351	6185.A0A095C2B3	6185.A0A095BTU9	0	0	0	0	0.118	0.512	0.402	0.126	0.744
MS3_04409	MS3_05634	6185.A0A094ZPR3	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_04420	MS3_05634	6185.A0A095APB9	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_04427	MS3_04979	6185.A0A094ZPS9	6185.A0A095C4C1	0	0	0	0	0	0.079	0.149	0.345	0.441
MS3_04427	MS3_05634	6185.A0A094ZPS9	6185.A0A094ZSZ5	0	0	0	0	0	0.211	0	0.340	0.456
MS3_04427	MS3_05026	6185.A0A094ZPS9	6185.A0A095AQX5	0	0	0	0	0	0.057	0	0.495	0.503
MS3_04427	MS3_04014	6185.A0A094ZPS9	6185.A0A095C2B3	0	0	0	0	0.054	0.355	0.174	0.167	0.523
MS3_04427	MS3_10188	6185.A0A094ZPS9	6185.A0A095B398	0	0	0	0	0	0.064	0.076	0.557	0.583
MS3_04427	MS3_07374	6185.A0A094ZPS9	6185.A0A095AWE8	0	0	0	0	0.061	0.355	0.253	0.201	0.590
MS3_04427	MS3_08642	6185.A0A094ZPS9	6185.A0A095A3M6	0	0	0	0	0.180	0.515	0	0.330	0.710
MS3_04427	MS3_08067	6185.A0A094ZPS9	6185.A0A094ZXH0	0	0	0	0	0.066	0.255	0	0.626	0.717
MS3_04427	MS3_01298	6185.A0A094ZPS9	6185.A0A095BVY6	0	0	0	0	0.124	0.867	0	0.442	0.929
MS3_04616	MS3_00852	6185.A0A095APX4	6185.A0A094ZFZ8	0	0	0	0	0.049	0.182	0.379	0.091	0.502
MS3_04616	MS3_01744	6185.A0A095APX4	6185.A0A094ZGB5	0	0	0	0	0.049	0.182	0.379	0.091	0.502
MS3_04616	MS3_07408	6185.A0A095APX4	6185.A0A094ZVS1	0	0	0	0	0	0.200	0.414	0.187	0.585
MS3_04616	MS3_04979	6185.A0A095APX4	6185.A0A095C4C1	0	0	0	0	0	0.200	0.414	0.187	0.585
MS3_04907	MS3_00256	6185.A0A094ZPG8	6185.A0A094ZCZ2	0	0	0	0	0.067	0.207	0	0.322	0.454
MS3_04907	MS3_01298	6185.A0A094ZPG8	6185.A0A095BVY6	0	0	0	0	0.043	0.136	0.095	0.318	0.421
MS3_04907	MS3_07220	6185.A0A094ZPG8	6185.A0A095A048	0	0	0	0	0.059	0.437	0.342	0.130	0.656
MS3_04907	MS3_07221	6185.A0A094ZPG8	6185.A0A095AW46	0	0	0	0	0.059	0.437	0.342	0.130	0.656
MS3_04907	MS3_04014	6185.A0A094ZPG8	6185.A0A095C2B3	0	0	0	0	0.193	0.516	0.406	0.130	0.771
MS3_04907	MS3_05026	6185.A0A094ZPG8	6185.A0A095AQX5	0	0	0	0	0.193	0.256	0	0.692	0.798
MS3_04907	MS3_07374	6185.A0A094ZPG8	6185.A0A095AWE8	0	0	0	0.856	0.119	0.658	0.944	0.130	0.983
MS3_04907	MS3_00351	6185.A0A094ZPG8	6185.A0A095BTU9	0	0	0	0.766	0.842	0.931	0.959	0.735	0.999
MS3_04979	MS3_00852	6185.A0A095C4C1	6185.A0A094ZFZ8	0	0	0	0	0	0.087	0	0.463	0.488
MS3_04979	MS3_01744	6185.A0A095C4C1	6185.A0A094ZGB5	0	0	0	0	0	0.087	0	0.463	0.488
MS3_04979	MS3_04427	6185.A0A095C4C1	6185.A0A094ZPS9	0	0	0	0	0	0.079	0.149	0.345	0.441
MS3_04979	MS3_05634	6185.A0A095C4C1	6185.A0A094ZSZ5	0	0	0	0	0.057	0.612	0.352	0.785	0.942
MS3_04979	MS3_07063	6185.A0A095C4C1	6185.A0A094ZWG6	0	0	0	0	0	0	0	0.553	0.553
MS3_04979	MS3_06212	6185.A0A095C4C1	6185.A0A094ZXG3	0	0	0	0	0.103	0.354	0	0.261	0.534
MS3_04979	MS3_08067	6185.A0A095C4C1	6185.A0A094ZXH0	0	0	0	0	0	0	0	0.789	0.789
MS3_04979	MS3_08642	6185.A0A095C4C1	6185.A0A095A3M6	0	0	0	0	0.059	0.330	0	0.468	0.635
MS3_04979	MS3_08655	6185.A0A095C4C1	6185.A0A095A3P2	0	0	0	0	0.185	0.694	0	0.808	0.947
MS3_04979	MS3_04616	6185.A0A095C4C1	6185.A0A095APX4	0	0	0	0	0	0.200	0.414	0.187	0.585
MS3_04979	MS3_10188	6185.A0A095C4C1	6185.A0A095B398	0	0	0	0	0.083	0.929	0	0.821	0.987
MS3_04979	MS3_01298	6185.A0A095C4C1	6185.A0A095BVY6	0	0	0	0	0.067	0	0	0.562	0.573
MS3_05026	MS3_00361	6185.A0A095AQX5	6185.A0A094ZD96	0	0	0	0	0	0.057	0	0.455	0.464
MS3_05026	MS3_00852	6185.A0A095AQX5	6185.A0A094ZFZ8	0	0	0	0	0.042	0.223	0	0.389	0.505
MS3_05026	MS3_01744	6185.A0A095AQX5	6185.A0A094ZGB5	0	0	0	0	0.042	0.223	0	0.389	0.505
MS3_05026	MS3_04907	6185.A0A095AQX5	6185.A0A094ZPG8	0	0	0	0	0.193	0.256	0	0.692	0.798
MS3_05026	MS3_04427	6185.A0A095AQX5	6185.A0A094ZPS9	0	0	0	0	0	0.057	0	0.495	0.503
MS3_05026	MS3_08067	6185.A0A095AQX5	6185.A0A094ZXH0	0	0	0	0	0.091	0.114	0	0.791	0.816
MS3_05026	MS3_07220	6185.A0A095AQX5	6185.A0A095A048	0	0	0	0	0.105	0.437	0	0.187	0.554
MS3_05026	MS3_08642	6185.A0A095AQX5	6185.A0A095A3M6	0	0	0	0	0	0	0	0.464	0.464
MS3_05026	MS3_01079	6185.A0A095AQX5	6185.A0A095AGB3	0	0	0	0	0.075	0.256	0	0.659	0.744
MS3_05026	MS3_10188	6185.A0A095AQX5	6185.A0A095B398	0	0	0	0	0.049	0.069	0	0.461	0.481
MS3_05026	MS3_07221	6185.A0A095AQX5	6185.A0A095AW46	0	0	0	0	0.105	0.437	0	0.187	0.554
MS3_05026	MS3_04014	6185.A0A095AQX5	6185.A0A095C2B3	0	0	0	0	0.125	0.516	0	0.305	0.679
MS3_05026	MS3_07374	6185.A0A095AQX5	6185.A0A095AWE8	0	0	0	0	0.125	0.664	0	0.387	0.804
MS3_05026	MS3_00351	6185.A0A095AQX5	6185.A0A095BTU9	0	0	0	0	0.231	0.256	0	0.729	0.831
MS3_05316	MS3_05634	6185.A0A094ZQH5	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05316	MS3_05320	6185.A0A094ZQH5	6185.A0A094ZV34	0	0	0.128	0.810	0	0	0.900	0	0.909
MS3_05316	MS3_01602	6185.A0A094ZQH5	6185.A0A095AHJ7	0	0	0.149	0.783	0	0	0.900	0	0.911
MS3_05320	MS3_05316	6185.A0A094ZV34	6185.A0A094ZQH5	0	0	0.128	0.810	0	0	0.900	0	0.909
MS3_05320	MS3_05634	6185.A0A094ZV34	6185.A0A094ZSZ5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05320	MS3_01602	6185.A0A094ZV34	6185.A0A095AHJ7	0	0	0.123	0.827	0	0	0.900	0	0.908
MS3_05397	MS3_05600	6185.A0A094ZQP5	6185.A0A094ZVX7	0	0.498	0	0	0	0	0	0	0.498
MS3_05600	MS3_05397	6185.A0A094ZVX7	6185.A0A094ZQP5	0	0.498	0	0	0	0	0	0	0.498
MS3_05600	MS3_01298	6185.A0A094ZVX7	6185.A0A095BVY6	0	0	0	0.620	0.066	0.235	0	0.232	0.403
MS3_05634	MS3_00852	6185.A0A094ZSZ5	6185.A0A094ZFZ8	0	0	0	0	0	0.695	0	0.278	0.770
MS3_05634	MS3_01744	6185.A0A094ZSZ5	6185.A0A094ZGB5	0	0	0	0	0	0.695	0	0.278	0.770
MS3_05634	MS3_00254	6185.A0A094ZSZ5	6185.A0A094ZGZ0	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_02183	6185.A0A094ZSZ5	6185.A0A094ZHK3	0	0	0	0	0.066	0.676	0.759	0.464	0.955
MS3_05634	MS3_00783	6185.A0A094ZSZ5	6185.A0A094ZIB4	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_02455	6185.A0A094ZSZ5	6185.A0A094ZIB8	0	0	0	0	0	0.146	0.286	0.631	0.755
MS3_05634	MS3_04409	6185.A0A094ZSZ5	6185.A0A094ZPR3	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_04427	6185.A0A094ZSZ5	6185.A0A094ZPS9	0	0	0	0	0	0.211	0	0.340	0.456
MS3_05634	MS3_05316	6185.A0A094ZSZ5	6185.A0A094ZQH5	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_07220	6185.A0A094ZSZ5	6185.A0A095A048	0	0	0	0	0	0.083	0.156	0.314	0.422
MS3_05634	MS3_07221	6185.A0A094ZSZ5	6185.A0A095AW46	0	0	0	0	0	0.083	0.156	0.314	0.422
MS3_05634	MS3_05320	6185.A0A094ZSZ5	6185.A0A094ZV34	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_08434	6185.A0A094ZSZ5	6185.A0A095A335	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_01006	6185.A0A094ZSZ5	6185.A0A095AG66	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_01602	6185.A0A094ZSZ5	6185.A0A095AHJ7	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_04420	6185.A0A094ZSZ5	6185.A0A095APB9	0	0	0	0	0	0.123	0.362	0.188	0.505
MS3_05634	MS3_07408	6185.A0A094ZSZ5	6185.A0A094ZVS1	0	0	0	0	0.057	0.376	0.226	0.366	0.672
MS3_05634	MS3_01298	6185.A0A094ZSZ5	6185.A0A095BVY6	0	0	0	0	0	0.300	0.406	0.297	0.682
MS3_05634	MS3_05644	6185.A0A094ZSZ5	6185.A0A094ZT02	0	0	0	0	0	0.146	0.286	0.631	0.755
MS3_05634	MS3_08655	6185.A0A094ZSZ5	6185.A0A095A3P2	0	0	0	0	0	0.066	0	0.768	0.774
MS3_05634	MS3_08642	6185.A0A094ZSZ5	6185.A0A095A3M6	0	0	0	0	0.080	0.215	0.505	0.463	0.782
MS3_05634	MS3_06750	6185.A0A094ZSZ5	6185.A0A095C865	0	0	0	0	0.047	0.568	0.470	0.357	0.840
MS3_05634	MS3_04979	6185.A0A094ZSZ5	6185.A0A095C4C1	0	0	0	0	0.057	0.612	0.352	0.785	0.942
MS3_05634	MS3_08281	6185.A0A094ZSZ5	6185.A0A095A2S1	0	0	0	0	0.066	0.676	0.759	0.464	0.955
MS3_05634	MS3_07063	6185.A0A094ZSZ5	6185.A0A094ZWG6	0	0	0	0	0.059	0.734	0.621	0.645	0.961
MS3_05634	MS3_08067	6185.A0A094ZSZ5	6185.A0A094ZXH0	0	0	0	0	0	0.384	0.788	0.790	0.970
MS3_05634	MS3_10188	6185.A0A094ZSZ5	6185.A0A095B398	0	0	0	0	0	0.480	0.910	0.822	0.990
MS3_05644	MS3_05634	6185.A0A094ZT02	6185.A0A094ZSZ5	0	0	0	0	0	0.146	0.286	0.631	0.755
MS3_05644	MS3_09318	6185.A0A094ZT02	6185.A0A095A5F3	0	0	0	0	0	0.231	0.258	0.059	0.416
MS3_05644	MS3_08067	6185.A0A094ZT02	6185.A0A094ZXH0	0	0	0	0	0	0.240	0.430	0.187	0.617
MS3_05644	MS3_07063	6185.A0A094ZT02	6185.A0A094ZWG6	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_05835	MS3_09318	6185.A0A094ZWE3	6185.A0A095A5F3	0	0	0	0	0	0.231	0.258	0.059	0.416
MS3_05835	MS3_08067	6185.A0A094ZWE3	6185.A0A094ZXH0	0	0	0	0	0	0.240	0.430	0.187	0.617
MS3_05835	MS3_07063	6185.A0A094ZWE3	6185.A0A094ZWG6	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_06212	MS3_07408	6185.A0A094ZXG3	6185.A0A094ZVS1	0	0	0	0	0.103	0.354	0	0.261	0.534
MS3_06212	MS3_04979	6185.A0A094ZXG3	6185.A0A095C4C1	0	0	0	0	0.103	0.354	0	0.261	0.534
MS3_06212	MS3_10188	6185.A0A094ZXG3	6185.A0A095B398	0	0	0	0	0.148	0.719	0.490	0.548	0.937
MS3_06750	MS3_00852	6185.A0A095C865	6185.A0A094ZFZ8	0	0	0	0	0.185	0	0.299	0.545	0.717
MS3_06750	MS3_01744	6185.A0A095C865	6185.A0A094ZGB5	0	0	0	0	0.185	0	0.299	0.545	0.717
MS3_06750	MS3_02183	6185.A0A095C865	6185.A0A094ZHK3	0	0	0	0	0	0.175	0.270	0.129	0.429
MS3_06750	MS3_05634	6185.A0A095C865	6185.A0A094ZSZ5	0	0	0	0	0.047	0.568	0.470	0.357	0.840
MS3_06750	MS3_07063	6185.A0A095C865	6185.A0A094ZWG6	0	0	0	0	0	0.355	0.330	0.310	0.675
MS3_06750	MS3_08067	6185.A0A095C865	6185.A0A094ZXH0	0	0	0	0	0	0.239	0.393	0.706	0.852
MS3_06750	MS3_07220	6185.A0A095C865	6185.A0A095A048	0	0	0	0	0	0.087	0.212	0.566	0.660
MS3_06750	MS3_08281	6185.A0A095C865	6185.A0A095A2S1	0	0	0	0	0	0.175	0.270	0.129	0.429
MS3_06750	MS3_08642	6185.A0A095C865	6185.A0A095A3M6	0	0	0	0	0.229	0.401	0.339	0.186	0.718
MS3_06750	MS3_07221	6185.A0A095C865	6185.A0A095AW46	0	0	0	0	0	0.087	0.212	0.566	0.660
MS3_06750	MS3_10188	6185.A0A095C865	6185.A0A095B398	0	0	0	0	0.092	0.078	0.059	0.374	0.440
MS3_06750	MS3_01298	6185.A0A095C865	6185.A0A095BVY6	0	0	0	0	0.047	0.140	0.298	0.143	0.440
MS3_07063	MS3_02183	6185.A0A094ZWG6	6185.A0A094ZHK3	0	0	0	0	0	0.239	0.449	0.143	0.609
MS3_07063	MS3_02455	6185.A0A094ZWG6	6185.A0A094ZIB8	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_07063	MS3_05634	6185.A0A094ZWG6	6185.A0A094ZSZ5	0	0	0	0	0.059	0.734	0.621	0.645	0.961
MS3_07063	MS3_05644	6185.A0A094ZWG6	6185.A0A094ZT02	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_07063	MS3_05835	6185.A0A094ZWG6	6185.A0A094ZWE3	0	0	0	0	0.048	0.466	0.409	0.102	0.694
MS3_07063	MS3_10188	6185.A0A094ZWG6	6185.A0A095B398	0	0	0	0	0	0.147	0.067	0.449	0.523
MS3_07063	MS3_08642	6185.A0A094ZWG6	6185.A0A095A3M6	0	0	0	0	0.047	0.110	0	0.494	0.533
MS3_07063	MS3_04979	6185.A0A094ZWG6	6185.A0A095C4C1	0	0	0	0	0	0	0	0.553	0.553
MS3_07063	MS3_08281	6185.A0A094ZWG6	6185.A0A095A2S1	0	0	0	0	0	0.239	0.449	0.143	0.609
MS3_07063	MS3_06750	6185.A0A094ZWG6	6185.A0A095C865	0	0	0	0	0	0.355	0.330	0.310	0.675
MS3_07063	MS3_10940	6185.A0A094ZWG6	6185.A0A095BRI5	0	0	0	0	0.048	0.466	0.409	0.102	0.694
