candidate_id	reference_species	orthologues	relationship	source_group_size	target_group_size	source_file
Sjap__EWB00_002103	Cele	Cele__WBGene00006836	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_002413	Cele	Cele__WBGene00016038, Cele__WBGene00017472	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_010687	Cele	Cele__WBGene00000018	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_007640	Cele	Cele__WBGene00003374	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_004212	Cele	Cele__WBGene00012779	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_011263	Cele	Cele__WBGene00000102, Cele__WBGene00000103	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_007650	Cele	Cele__WBGene00001526	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008372	Cele	Cele__WBGene00004042, Cele__WBGene00004043	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_006505	Cele	Cele__WBGene00006771	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_003146	Cele	Cele__WBGene00006771	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_004811	Cele	Cele__WBGene00000099	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003272	Cele	Cele__WBGene00000405	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001225	Cele	Cele__WBGene00001978	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_002741	Cele	Cele__WBGene00002247	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001036	Cele	Cele__WBGene00012019, Cele__WBGene00012352	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_002797	Cele	Cele__WBGene00002210	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008683	Cele	Cele__WBGene00003401	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_004095	Cele	Cele__WBGene00003401	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_009287	Cele	Cele__WBGene00002203	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007519	Cele	Cele__WBGene00002178	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_005902	Cele	Cele__WBGene00006484, Cele__WBGene00022717	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_006126	Cele	Cele__WBGene00016913	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_004650	Cele	Cele__WBGene00020142	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008528	Cele	Cele__WBGene00017630	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003429	Cele	Cele__WBGene00016197	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_005624	Cele	Cele__WBGene00000409	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003710	Cele	Cele__WBGene00001043, Cele__WBGene00018516	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_009479	Cele	Cele__WBGene00001121	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_009224	Cele	Cele__WBGene00002048	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007322	Cele	Cele__WBGene00002213	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001328	Cele	Cele__WBGene00002248	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_005467	Cele	Cele__WBGene00004034	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001961	Cele	Cele__WBGene00004762	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_009541	Cele	Cele__WBGene00006826	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007161	Cele	Cele__WBGene00007007	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007274	Cele	Cele__WBGene00010664	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008286	Cele	Cele__WBGene00013355	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007739	Cele	Cele__WBGene00018187	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_005166	Cele	Cele__WBGene00012929, Cele__WBGene00044281	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_005385	Cele	Cele__WBGene00004727	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_009480	Cele	Cele__WBGene00000410	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_010219	Cele	Cele__WBGene00000410	many-to-one	2	1	Orthologues/Cele.tsv
Sjap__EWB00_005849	Cele	Cele__WBGene00000812	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001091	Cele	Cele__WBGene00021753	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001618	Cele	Cele__WBGene00022774	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008857	Cele	Cele__WBGene00013168	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007426	Cele	Cele__WBGene00000199	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007221	Cele	Cele__WBGene00003007	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_007959	Cele	Cele__WBGene00003048	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_002386	Cele	Cele__WBGene00003186	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003104	Cele	Cele__WBGene00005078	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_008035	Cele	Cele__WBGene00008956	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_002781	Cele	Cele__WBGene00002202	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001343	Cele	Cele__WBGene00003368, Cele__WBGene00012162	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_008993	Cele	Cele__WBGene00017950	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_010647	Cele	Cele__WBGene00000200	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003470	Cele	Cele__WBGene00000499, Cele__WBGene00011612	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_010398	Cele	Cele__WBGene00003931	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003114	Cele	Cele__WBGene00009867	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_006002	Cele	Cele__WBGene00016793	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_004629	Cele	Cele__WBGene00000407	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_003565	Cele	Cele__WBGene00000942	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_000516	Cele	Cele__WBGene00003965	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_001408	Cele	Cele__WBGene00007434	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_004325	Cele	Cele__WBGene00017033	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_006602	Cele	Cele__WBGene00000408	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_006350	Cele	Cele__WBGene00003402, Cele__WBGene00017277	one-to-many	1	2	Orthologues/Cele.tsv
Sjap__EWB00_011156	Cele	Cele__WBGene00000098	one-to-one	1	1	Orthologues/Cele.tsv
Sjap__EWB00_006779	Cele	Cele__WBGene00003599	one-to-one	1	1	Orthologues/Cele.tsv
Sman__Smp_307010	Cele	Cele__WBGene00000063, Cele__WBGene00000064, Cele__WBGene00000065, Cele__WBGene00000066, Cele__WBGene00000067	many-to-many	2	5	Orthologues/Cele.tsv
Sman__Smp_307020	Cele	Cele__WBGene00000063, Cele__WBGene00000064, Cele__WBGene00000065, Cele__WBGene00000066, Cele__WBGene00000067	many-to-many	2	5	Orthologues/Cele.tsv
Sman__Smp_048560	Cele	Cele__WBGene00006407, Cele__WBGene00015217, Cele__WBGene00022727	many-to-many	2	3	Orthologues/Cele.tsv
Sman__Smp_143130	Cele	Cele__WBGene00006407, Cele__WBGene00015217, Cele__WBGene00022727	many-to-many	2	3	Orthologues/Cele.tsv
Sman__Smp_172200	Cele	Cele__WBGene00005077	many-to-one	4	1	Orthologues/Cele.tsv
Sman__Smp_348670	Cele	Cele__WBGene00005077	many-to-one	4	1	Orthologues/Cele.tsv
Sman__Smp_006920	Cele	Cele__WBGene00005077	many-to-one	4	1	Orthologues/Cele.tsv
Sman__Smp_136300	Cele	Cele__WBGene00005077	many-to-one	4	1	Orthologues/Cele.tsv
Sman__Smp_065290	Cele	Cele__WBGene00000553, Cele__WBGene00012328, Cele__WBGene00012332, Cele__WBGene00017860	many-to-many	2	4	Orthologues/Cele.tsv
