#node	identifier	domain_summary_url	annotation	other_names_and_aliases
EWB00_002775	6182.A0A4Z2DBA8	Filamin-A.	https://smart.embl.de/smart/DDvec.cgi?smart=2805:CH(39|141)+CH(166|262)+IG_FLMN(278|375)+IG_FLMN(378|477)+IG_FLMN(572|668)+IG_FLMN(669|758)+IG_FLMN(764|869)+IG_FLMN(976|1075)+IG_FLMN(1262|1354)+IG_FLMN(1360|1458)+IG_FLMN(1460|1554)+IG_FLMN(1556|1661)+IG_FLMN(1663|1782)+IG_FLMN(1784|1884)+IG_FLMN(1890|1984)+IG_FLMN(1985|2076)+IG_FLMN(2078|2162)+IG_FLMN(2166|2257)+IG_FLMN(2271|2355)+IG_FLMN(2359|2450)+IG_FLMN(2469|2577)+IG_FLMN(2580|2671)+IG_FLMN(2714|2805)+	A0A4Z2DBA8,A0A4Z2DBA8_SCHJA,EWB00_002775,Filamin-A
EWB00_002869	6182.A0A4Z2DAG8	Integrin beta.	https://smart.embl.de/smart/DDvec.cgi?smart=817:VWA(86|332)+EGF(518|555)+Pfam_EGF_2(563|596)+TRANS(746|768)+Integrin_b_cyt(769|815)+	A0A4Z2DAG8,A0A4Z2DAG8_SCHJA,EWB00_002869,Integrin beta
EWB00_002919	6182.A0A4Z2DWJ9	Integrin alpha-5; Belongs to the integrin alpha chain family.	https://smart.embl.de/smart/DDvec.cgi?smart=1239:SIGNAL(1|20)+Int_alpha(49|111)+Int_alpha(350|429)+Int_alpha(454|513)+Int_alpha(544|591)+Pfam_Integrin_alpha2(713|877)+Pfam_Integrin_alpha2(973|1209)+	A0A4Z2DWJ9,A0A4Z2DWJ9_SCHJA,EWB00_002919,Integrin alpha-5
EWB00_003146	6182.A0A4Z2D9E0	Talin-1.	https://smart.embl.de/smart/DDvec.cgi?smart=2782:B41(27|211)+IRS(206|300)+Pfam_Talin_middle(425|659)+Pfam_I_LWEQ(680|818)+Pfam_VBS(1935|2038)+Pfam_I_LWEQ(2628|2780)+	A0A4Z2D9E0,A0A4Z2D9E0_SCHJA,EWB00_003146,Talin-1
EWB00_003359	6182.C1LMR7	Cofilin/actin-depolymerizing factor; Belongs to the actin-binding proteins ADF family.	https://smart.embl.de/smart/DDvec.cgi?smart=135:ADF(9|135)+	C1LMR7,C1LMR7_SCHJA,Cofilin/actin-depolymerizing factor,EWB00_003359,Putative Cofilin-1
EWB00_003429	6182.A0A4Z2DWH7	Paxillin isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=459:LIM(224|275)+LIM(283|335)+LIM(343|394)+LIM(402|453)+	A0A4Z2DWH7,A0A4Z2DWH7_SCHJA,EWB00_003429,Paxillin isoform 1
EWB00_003565	6182.A0A4Z2D923	Vinculin.	https://smart.embl.de/smart/DDvec.cgi?smart=1151:Pfam_Vinculin(2|858)+Pfam_Vinculin(922|1142)+	A0A4Z2D923,A0A4Z2D923_SCHJA,EWB00_003565,Vinculin
EWB00_003590	6182.A0A4Z2D831	Four and a half LIM domains protein.	https://smart.embl.de/smart/DDvec.cgi?smart=567:LIM(212|261)+LIM(269|321)+LIM(329|382)+LIM(390|443)+LIM(451|502)+LIM(510|565)+	A0A4Z2D831,A0A4Z2D831_SCHJA,EWB00_003590,Four and a half LIM domains protein
EWB00_004122	6182.A0A4Z2D6I6	LIM domain-containing protein isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=354:LIM(34|87)+LIM(95|146)+LIM(159|210)+LIM(218|269)+LIM(277|329)+	A0A4Z2D6I6,A0A4Z2D6I6_SCHJA,EWB00_004122,LIM domain-containing protein isoform 1
EWB00_004406	6182.A0A4Z2D5D6	Tyrosine-protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=557:SH3(32|89)+SH2(94|187)+TyrKc(221|472)+	2.7.10.2,A0A4Z2D5D6,A0A4Z2D5D6_SCHJA,EWB00_004406,Tyrosine-protein kinase
EWB00_004876	6182.A0A4Z2DUG9	Actin-1.	https://smart.embl.de/smart/DDvec.cgi?smart=376:ACTIN(6|376)+	A0A4Z2DUG9,A0A4Z2DUG9_SCHJA,Actin-1,EWB00_004876
EWB00_004878	6182.A0A4Z2DUX1	Actin-1.	https://smart.embl.de/smart/DDvec.cgi?smart=373:ACTIN(3|373)+	A0A4Z2DUX1,A0A4Z2DUX1_SCHJA,Actin-1,EWB00_004878
EWB00_004965	6182.A0A4Z2D4A5	LIM domain-containing protein isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=586:LIM(71|124)+LIM(136|188)+LIM(196|268)+	A0A4Z2D4A5,A0A4Z2D4A5_SCHJA,EWB00_004965,LIM domain-containing protein isoform 1
EWB00_006002	6182.A0A4Z2DTC9	Actin-related protein; Belongs to the actin family.	https://smart.embl.de/smart/DDvec.cgi?smart=336:Pfam_Actin(9|303)+	A0A4Z2DTC9,A0A4Z2DTC9_SCHJA,Actin-related protein,EWB00_006002
EWB00_006050	6182.A0A4Z2DTJ0	Alpha-actinin-2.	https://smart.embl.de/smart/DDvec.cgi?smart=899:CH(38|138)+CH(151|250)+Pfam_Spectrin(279|389)+SPEC(402|503)+SPEC(517|625)+EFh(756|784)+EFh(797|825)+efhand_Ca_insen(828|895)+	A0A4Z2DTJ0,A0A4Z2DTJ0_SCHJA,Alpha-actinin-2,EWB00_006050
EWB00_006199	6182.A0A4Z2D0J4	Collagen alpha-1(IV) chain.	https://smart.embl.de/smart/DDvec.cgi?smart=1769:TRANS(13|35)+Pfam_Collagen(110|175)+Pfam_Collagen(181|239)+Pfam_Collagen(266|329)+Pfam_Collagen(430|491)+Pfam_Collagen(563|620)+Pfam_Collagen(627|691)+Pfam_Collagen(733|791)+Pfam_Collagen(862|920)+Pfam_Collagen(926|983)+Pfam_Collagen(1018|1073)+Pfam_Collagen(1073|1124)+Pfam_Collagen(1211|1283)+Pfam_Collagen(1347|1407)+C4(1534|1642)+C4(1643|1759)+	A0A4Z2D0J4,A0A4Z2D0J4_SCHJA,Collagen alpha-1(IV) chain,EWB00_006199
EWB00_006200	6182.A0A4Z2CZM0	Collagen alpha-2(IV) chain isoform 2.	https://smart.embl.de/smart/DDvec.cgi?smart=1777:Pfam_Collagen(52|122)+Pfam_Collagen(171|233)+Pfam_Collagen(270|327)+Pfam_Collagen(381|440)+Pfam_Collagen(628|690)+Pfam_Collagen(877|940)+Pfam_Collagen(938|997)+Pfam_Collagen(1025|1086)+Pfam_Collagen(1083|1143)+Pfam_Collagen(1179|1242)+Pfam_Collagen(1363|1420)+Pfam_Collagen(1454|1503)+Pfam_C4(1550|1657)+Pfam_C4(1660|1774)+	A0A4Z2CZM0,A0A4Z2CZM0_SCHJA,Collagen alpha-2(IV) chain isoform 2,EWB00_006200
EWB00_006201	6182.A0A4Z2CZR4	Collagen-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1658:Pfam_Collagen(124|183)+Pfam_Collagen(210|271)+Pfam_Collagen(262|324)+Pfam_Collagen(328|381)+Pfam_Collagen(418|470)+Pfam_Collagen(508|571)+Pfam_Collagen(575|640)+Pfam_Collagen(684|744)+Pfam_Collagen(788|841)+Pfam_Collagen(883|943)+Pfam_Collagen(934|994)+Pfam_Collagen(1034|1085)+Pfam_Collagen(1174|1233)+Pfam_Collagen(1231|1298)+Pfam_C4(1494|1600)+Pfam_C4(1603|1653)+	A0A4Z2CZR4,A0A4Z2CZR4_SCHJA,Collagen-like protein,EWB00_006201
EWB00_006234	6182.A0A4Z2CZ44	Filamin-A isoform 2.	https://smart.embl.de/smart/DDvec.cgi?smart=2492:CH(35|137)+CH(158|254)+IG_FLMN(270|367)+IG_FLMN(370|467)+IG_FLMN(503|598)+IG_FLMN(599|689)+IG_FLMN(694|790)+IG_FLMN(792|886)+IG_FLMN(888|984)+IG_FLMN(1011|1102)+IG_FLMN(1108|1206)+IG_FLMN(1208|1299)+IG_FLMN(1301|1398)+IG_FLMN(1400|1498)+IG_FLMN(1500|1593)+IG_FLMN(1604|1700)+IG_FLMN(1701|1792)+IG_FLMN(1796|1878)+IG_FLMN(1882|1973)+IG_FLMN(1985|2071)+IG_FLMN(2075|2166)+IG_FLMN(2180|2267)+IG_FLMN(2268|2359)+IG_FLMN(2392|2480)+	A0A4Z2CZ44,A0A4Z2CZ44_SCHJA,EWB00_006234,Filamin-A isoform 2
EWB00_006505	6182.A0A4Z2CYG9	Talin-2 isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=3244:B41(109|340)+IRS(335|429)+Pfam_Talin_middle(543|744)+Pfam_I_LWEQ(3067|3239)+	A0A4Z2CYG9,A0A4Z2CYG9_SCHJA,EWB00_006505,Talin-2 isoform 1
EWB00_006747	6182.A0A4Z2CWY6	B41 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1189:B41(105|992)+	A0A4Z2CWY6,A0A4Z2CWY6_SCHJA,B41 domain-containing protein,EWB00_006747
EWB00_007322	6182.A0A4Z2CUR2	Focal adhesion kinase 1; Belongs to the protein kinase superfamily. Tyr protein kinase family.	https://smart.embl.de/smart/DDvec.cgi?smart=882:TyrKc(383|639)+	A0A4Z2CUR2,A0A4Z2CUR2_SCHJA,EWB00_007322,Focal adhesion kinase 1
EWB00_007395	6182.A0A4Z2CUS5	Collagen alpha-2(V) chain isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=1327:TRANS(19|38)+Pfam_Collagen(89|150)+Pfam_Collagen(192|258)+Pfam_Collagen(255|315)+Pfam_Collagen(309|373)+Pfam_Collagen(624|695)+Pfam_Collagen(731|808)+COLFI(1106|1327)+	A0A4Z2CUS5,A0A4Z2CUS5_SCHJA,Collagen alpha-2(V) chain isoform 1,EWB00_007395
EWB00_007426	6182.C1LJL2	Actin-related protein isoform 1; Belongs to the actin family.	https://smart.embl.de/smart/DDvec.cgi?smart=421:ACTIN(5|416)+	Actin-like protein 3,Actin-related protein isoform 1,C1LJL2,C1LJL2_SCHJA,EWB00_007426
EWB00_007520	6182.A0A4Z2CUE7	Tyrosine-protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=867:SH3(328|383)+SH2(388|479)+TyrKc(513|764)+	2.7.10.2,A0A4Z2CUE7,A0A4Z2CUE7_SCHJA,EWB00_007520,Tyrosine-protein kinase
EWB00_008239	6182.A0A4Z2CQY2	Collagen alpha-2(I) chain isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=1296:SIGNAL(1|23)+Pfam_Collagen(31|92)+Pfam_Collagen(570|630)+Pfam_Collagen(676|745)+Pfam_Collagen(774|840)+Pfam_Collagen(991|1053)+COLFI(1064|1281)+	A0A4Z2CQY2,A0A4Z2CQY2_SCHJA,Collagen alpha-2(I) chain isoform 1,EWB00_008239
EWB00_008747	6182.C1LG63	Putative LIM domain binding 3.	https://smart.embl.de/smart/DDvec.cgi?smart=408:PDZ(14|87)+LIM(229|280)+LIM(288|339)+LIM(347|400)+	C1LG63,C1LG63_SCHJA,EWB00_008747,PDZ and LIM domain protein,Putative LIM domain binding 3
EWB00_008857	6182.A0A4Z2DY79	Alpha-centractin; Belongs to the actin family.	https://smart.embl.de/smart/DDvec.cgi?smart=352:ACTIN(9|349)+	A0A4Z2DY79,A0A4Z2DY79_SCHJA,Alpha-centractin,EWB00_008857
EWB00_009161	6182.C1L3T0	Actin; Belongs to the actin family.	https://smart.embl.de/smart/DDvec.cgi?smart=372:ACTIN(6|372)+	Actin,C1L3T0,C1L3T0_SCHJA,EWB00_009161
EWB00_009162	6182.A0A4Z2CMV9	Actin-1; Belongs to the actin family.	https://smart.embl.de/smart/DDvec.cgi?smart=380:ACTIN(9|380)+	A0A4Z2CMV9,A0A4Z2CMV9_SCHJA,Actin-1,EWB00_009162
EWB00_009541	6182.A0A4Z2DR60	LIM domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=354:LIM(39|92)+LIM(100|151)+LIM(164|215)+LIM(223|274)+LIM(282|334)+	A0A4Z2DR60,A0A4Z2DR60_SCHJA,EWB00_009541,LIM domain-containing protein
EWB00_010398	6182.A0A4Z2DXN3	Integrin-linked protein kinase pat-4.	https://smart.embl.de/smart/DDvec.cgi?smart=488:ANK(33|62)+ANK(66|96)+ANK(100|129)+Pfam_Pkinase_Tyr(196|479)+	A0A4Z2DXN3,A0A4Z2DXN3_SCHJA,EWB00_010398,Integrin-linked protein kinase pat-4
EWB00_010449	6182.A0A4Z2DXL3	Collagen alpha-1(XXI) chain.	https://smart.embl.de/smart/DDvec.cgi?smart=1103:VWC(7|67)+Pfam_Collagen(182|241)+Pfam_Collagen(279|342)+Pfam_Collagen(867|948)+Pfam_Collagen(1042|1103)+	A0A4Z2DXL3,A0A4Z2DXL3_SCHJA,Collagen alpha-1(XXI) chain,EWB00_010449
EWB00_010450	6182.A0A4Z2DXW2	Collagen-like protein isoform 2.	https://smart.embl.de/smart/DDvec.cgi?smart=1308:TRANS(7|24)+Pfam_Collagen(41|124)+Pfam_Collagen(599|658)+Pfam_Collagen(655|720)+Pfam_Collagen(1014|1076)+COLFI(1092|1291)+	A0A4Z2DXW2,A0A4Z2DXW2_SCHJA,Collagen-like protein isoform 2,EWB00_010450
EWB00_010647	6182.Q5DHL6	Actin-related protein 2; ATP-binding component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility. Seems to contact the pointed end of the daughter actin filament.	https://smart.embl.de/smart/DDvec.cgi?smart=396:ACTIN(8|394)+	Actin-related protein 2,EWB00_010647,Q5DHL6,Q5DHL6_SCHJA
EWB00_010649	6182.A0A4Z2DN32	Alpha-actinin.	https://smart.embl.de/smart/DDvec.cgi?smart=800:CH(31|131)+CH(144|243)+SPEC(275|381)+SPEC(395|496)+SPEC(510|617)+SPEC(631|730)+	A0A4Z2DN32,A0A4Z2DN32_SCHJA,Alpha-actinin,EWB00_010649
EWB00_011039	6182.A0A4Z2DN82	Integrin alpha-7; Belongs to the integrin alpha chain family.	https://smart.embl.de/smart/DDvec.cgi?smart=1204:SIGNAL(1|22)+Int_alpha(45|95)+Int_alpha(231|307)+Int_alpha(311|370)+Int_alpha(399|453)+Int_alpha(462|525)+Pfam_Integrin_alpha2(677|1097)+TRANS(1179|1201)+	A0A4Z2DN82,A0A4Z2DN82_SCHJA,EWB00_011039,Integrin alpha-7
FHL-2	6182.C1LEH1	Four and a half LIM domains protein 2.	https://smart.embl.de/smart/DDvec.cgi?smart=285:LIM(47|100)+LIM(108|161)+LIM(169|220)+LIM(228|283)+	C1LEH1,C1LEH1_SCHJA,EWB00_009388,FHL-2,Four and a half LIM domains protein,Four and a half LIM domains protein 2
TK3	6182.A0A2S1REI0	Tyrosine-protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=647:SH3(158|215)+SH2(220|311)+TyrKc(346|596)+	2.7.10.2,A0A2S1REI0,A0A2S1REI0_SCHJA,EWB00_003104,TK3,Tyrosine-protein kinase
fyn-prov	6182.C1LGZ6	Tyrosine-protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=565:SH3(115|172)+SH2(179|268)+TyrKc(297|551)+	2.7.10.2,C1LGZ6,C1LGZ6_SCHJA,EWB00_007873,Tyrosine-protein kinase,fyn-prov
tsr	6182.Q86ES4	Actin depolymerizing factor-like protein; Belongs to the actin-binding proteins ADF family.	https://smart.embl.de/smart/DDvec.cgi?smart=139:ADF(9|133)+	Actin depolymerizing factor-like protein,Cofilin,EWB00_008807,Q86ES4,Q86ES4_SCHJA,SJCHGC01677 protein,tsr
