#node	identifier	category	term ID	term description
Act5C	6182.Q5DF69	STRING clusters	CL:1344	Dynein heavy chain, and Dynactin complex
Act5C	6182.Q5DF69	STRING clusters	CL:1376	Dynactin complex, and Dynactin binding
Act5C	6182.Q5DF69	KEGG	map03082	ATP-dependent chromatin remodeling
Act5C	6182.Q5DF69	KEGG	map04145	Phagosome
Act5C	6182.Q5DF69	KEGG	map04814	Motor proteins
Act5C	6182.Q5DF69	KEGG	map04820	Cytoskeleton in muscle cells
Act5C	6182.Q5DF69	KEGG	map05100	Bacterial invasion of epithelial cells
Act5C	6182.Q5DF69	Reactome	MAP-1500931	Cell-Cell communication
Act5C	6182.Q5DF69	Reactome	MAP-418990	Adherens junctions interactions
Act5C	6182.Q5DF69	Reactome	MAP-421270	Cell-cell junction organization
Act5C	6182.Q5DF69	Reactome	MAP-446728	Cell junction organization
Act5C	6182.Q5DF69	Reactome	MAP-9759476	Regulation of Homotypic Cell-Cell Adhesion
Act5C	6182.Q5DF69	Reactome	MAP-9764265	Regulation of CDH1 Expression and Function
Act5C	6182.Q5DF69	Reactome	MAP-9764274	Regulation of Expression and Function of Type I Classical Cadherins
Act5C	6182.Q5DF69	COMPARTMENTS	GOCC:0005622	Intracellular anatomical structure
Act5C	6182.Q5DF69	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
Act5C	6182.Q5DF69	UniProt Keywords	KW-0067	ATP-binding
Act5C	6182.Q5DF69	UniProt Keywords	KW-0206	Cytoskeleton
Act5C	6182.Q5DF69	UniProt Keywords	KW-0547	Nucleotide-binding
Act5C	6182.Q5DF69	UniProt Keywords	KW-0963	Cytoplasm
Act5C	6182.Q5DF69	InterPro	IPR004000	Actin family
Act5C	6182.Q5DF69	InterPro	IPR004001	Actin, conserved site
Act5C	6182.Q5DF69	InterPro	IPR020902	Actin/actin-like conserved site
Act5C	6182.Q5DF69	InterPro	IPR043129	ATPase, nucleotide binding domain
Act5C	6182.Q5DF69	SMART	SM00268	Actin
EWB00_000274	6182.A0A4Z2DJH5	GO Process	GO:0009987	Cellular process
EWB00_000274	6182.A0A4Z2DJH5	GO Function	GO:0005198	Structural molecule activity
EWB00_000274	6182.A0A4Z2DJH5	GO Component	GO:0005581	Collagen trimer
EWB00_000274	6182.A0A4Z2DJH5	GO Component	GO:0032991	Protein-containing complex
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4286	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4287	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4390	Mixed, incl. Collagen chain trimerization, and Lewis blood group biosynthesis
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4392	Mixed, incl. Collagen chain trimerization, and Protein-cysteine S-acyltransferase activity
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4395	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4398	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_000274	6182.A0A4Z2DJH5	STRING clusters	CL:4399	Protein-cysteine S-acyltransferase activity, and Collagen triple helix repeat
EWB00_000274	6182.A0A4Z2DJH5	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_000274	6182.A0A4Z2DJH5	Reactome	MAP-1474244	Extracellular matrix organization
EWB00_000274	6182.A0A4Z2DJH5	Reactome	MAP-1474290	Collagen formation
EWB00_000274	6182.A0A4Z2DJH5	Reactome	MAP-1650814	Collagen biosynthesis and modifying enzymes
EWB00_000274	6182.A0A4Z2DJH5	Reactome	MAP-8948216	Collagen chain trimerization
EWB00_000274	6182.A0A4Z2DJH5	COMPARTMENTS	GOCC:0005581	Collagen trimer
EWB00_000274	6182.A0A4Z2DJH5	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EWB00_000274	6182.A0A4Z2DJH5	UniProt Keywords	KW-0176	Collagen
EWB00_000274	6182.A0A4Z2DJH5	UniProt Keywords	KW-0732	Signal
EWB00_000274	6182.A0A4Z2DJH5	UniProt Keywords	KW-0964	Secreted
EWB00_000274	6182.A0A4Z2DJH5	Pfam	PF01391	Collagen triple helix repeat (20 copies)
EWB00_000274	6182.A0A4Z2DJH5	InterPro	IPR000885	Fibrillar collagen, C-terminal
EWB00_000274	6182.A0A4Z2DJH5	InterPro	IPR008160	Collagen triple helix repeat
EWB00_000274	6182.A0A4Z2DJH5	InterPro	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
EWB00_000274	6182.A0A4Z2DJH5	InterPro	IPR050938	Collagen and Collagen-like Structural Proteins
EWB00_000274	6182.A0A4Z2DJH5	SMART	SM00038	Fibrillar collagens C-terminal domain
EWB00_001102	6182.A0A4Z2DGT3	GO Process	GO:0009987	Cellular process
EWB00_001102	6182.A0A4Z2DGT3	GO Function	GO:0005198	Structural molecule activity
EWB00_001102	6182.A0A4Z2DGT3	GO Component	GO:0005581	Collagen trimer
EWB00_001102	6182.A0A4Z2DGT3	GO Component	GO:0032991	Protein-containing complex
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4286	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4287	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4390	Mixed, incl. Collagen chain trimerization, and Lewis blood group biosynthesis
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4392	Mixed, incl. Collagen chain trimerization, and Protein-cysteine S-acyltransferase activity
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4395	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4398	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_001102	6182.A0A4Z2DGT3	STRING clusters	CL:4428	Collagen IV, non-collagenous
EWB00_001102	6182.A0A4Z2DGT3	KEGG	map04382	Cornified envelope formation
EWB00_001102	6182.A0A4Z2DGT3	KEGG	map04512	ECM-receptor interaction
EWB00_001102	6182.A0A4Z2DGT3	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_001102	6182.A0A4Z2DGT3	Reactome	MAP-1474244	Extracellular matrix organization
EWB00_001102	6182.A0A4Z2DGT3	Reactome	MAP-1474290	Collagen formation
EWB00_001102	6182.A0A4Z2DGT3	Reactome	MAP-1650814	Collagen biosynthesis and modifying enzymes
EWB00_001102	6182.A0A4Z2DGT3	Reactome	MAP-8948216	Collagen chain trimerization
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0005604	Basement membrane
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0030312	External encapsulating structure
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0031012	Extracellular matrix
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0062023	Collagen-containing extracellular matrix
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0071944	Cell periphery
EWB00_001102	6182.A0A4Z2DGT3	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_001102	6182.A0A4Z2DGT3	UniProt Keywords	KW-0084	Basement membrane
EWB00_001102	6182.A0A4Z2DGT3	UniProt Keywords	KW-0176	Collagen
EWB00_001102	6182.A0A4Z2DGT3	UniProt Keywords	KW-0272	Extracellular matrix
EWB00_001102	6182.A0A4Z2DGT3	UniProt Keywords	KW-0732	Signal
EWB00_001102	6182.A0A4Z2DGT3	UniProt Keywords	KW-0964	Secreted
EWB00_001102	6182.A0A4Z2DGT3	Pfam	PF01391	Collagen triple helix repeat (20 copies)
EWB00_001102	6182.A0A4Z2DGT3	InterPro	IPR001442	Collagen IV, non-collagenous
EWB00_001102	6182.A0A4Z2DGT3	InterPro	IPR008160	Collagen triple helix repeat
EWB00_001102	6182.A0A4Z2DGT3	InterPro	IPR016187	C-type lectin fold
EWB00_001102	6182.A0A4Z2DGT3	InterPro	IPR036954	Collagen IV, non-collagenous domain superfamily
EWB00_001102	6182.A0A4Z2DGT3	InterPro	IPR050938	Collagen and Collagen-like Structural Proteins
EWB00_001102	6182.A0A4Z2DGT3	SMART	SM00111	C-terminal tandem repeated domain in type 4 procollagens
EWB00_001311	6182.A0A4Z2DG67	GO Process	GO:0009987	Cellular process
EWB00_001311	6182.A0A4Z2DG67	GO Function	GO:0005198	Structural molecule activity
EWB00_001311	6182.A0A4Z2DG67	GO Component	GO:0005581	Collagen trimer
EWB00_001311	6182.A0A4Z2DG67	GO Component	GO:0032991	Protein-containing complex
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4286	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4287	Mixed, incl. Collagen formation, and SAGA-type complex
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4390	Mixed, incl. Collagen chain trimerization, and Lewis blood group biosynthesis
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4392	Mixed, incl. Collagen chain trimerization, and Protein-cysteine S-acyltransferase activity
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4395	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4398	Collagen triple helix repeat, and Protein-cysteine S-acyltransferase activity
EWB00_001311	6182.A0A4Z2DG67	STRING clusters	CL:4399	Protein-cysteine S-acyltransferase activity, and Collagen triple helix repeat
EWB00_001311	6182.A0A4Z2DG67	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_001311	6182.A0A4Z2DG67	Reactome	MAP-1474244	Extracellular matrix organization
EWB00_001311	6182.A0A4Z2DG67	Reactome	MAP-1474290	Collagen formation
EWB00_001311	6182.A0A4Z2DG67	Reactome	MAP-1650814	Collagen biosynthesis and modifying enzymes
EWB00_001311	6182.A0A4Z2DG67	Reactome	MAP-8948216	Collagen chain trimerization
EWB00_001311	6182.A0A4Z2DG67	COMPARTMENTS	GOCC:0005581	Collagen trimer
EWB00_001311	6182.A0A4Z2DG67	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EWB00_001311	6182.A0A4Z2DG67	UniProt Keywords	KW-0176	Collagen
EWB00_001311	6182.A0A4Z2DG67	UniProt Keywords	KW-0964	Secreted
EWB00_001311	6182.A0A4Z2DG67	Pfam	PF01391	Collagen triple helix repeat (20 copies)
EWB00_001311	6182.A0A4Z2DG67	InterPro	IPR000885	Fibrillar collagen, C-terminal
EWB00_001311	6182.A0A4Z2DG67	InterPro	IPR001791	Laminin G domain
EWB00_001311	6182.A0A4Z2DG67	InterPro	IPR008160	Collagen triple helix repeat
EWB00_001311	6182.A0A4Z2DG67	InterPro	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
EWB00_001311	6182.A0A4Z2DG67	InterPro	IPR050938	Collagen and Collagen-like Structural Proteins
EWB00_001311	6182.A0A4Z2DG67	SMART	SM00038	Fibrillar collagens C-terminal domain
EWB00_001311	6182.A0A4Z2DG67	SMART	SM00282	Laminin G domain
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0007155	Cell adhesion
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0007275	Multicellular organism development
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0009653	Anatomical structure morphogenesis
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0009987	Cellular process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0030154	Cell differentiation
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0030155	Regulation of cell adhesion
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0030334	Regulation of cell migration
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0032501	Multicellular organismal process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0032502	Developmental process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0040012	Regulation of locomotion
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0045995	Regulation of embryonic development
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0048731	System development
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0048856	Anatomical structure development
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0048869	Cellular developmental process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0050789	Regulation of biological process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0050793	Regulation of developmental process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0050794	Regulation of cellular process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0051239	Regulation of multicellular organismal process
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:0065007	Biological regulation
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:2000026	Regulation of multicellular organismal development
EWB00_001328	6182.A0A4Z2DG14	GO Process	GO:2000145	Regulation of cell motility
EWB00_001328	6182.A0A4Z2DG14	GO Function	GO:0005102	Signaling receptor binding
EWB00_001328	6182.A0A4Z2DG14	GO Function	GO:0005198	Structural molecule activity
EWB00_001328	6182.A0A4Z2DG14	GO Function	GO:0005201	Extracellular matrix structural constituent
EWB00_001328	6182.A0A4Z2DG14	GO Function	GO:0005488	Binding
EWB00_001328	6182.A0A4Z2DG14	GO Function	GO:0005515	Protein binding
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0005576	Extracellular region
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0005604	Basement membrane
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0030312	External encapsulating structure
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0031012	Extracellular matrix
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0071944	Cell periphery
EWB00_001328	6182.A0A4Z2DG14	GO Component	GO:0110165	Cellular anatomical structure
EWB00_001328	6182.A0A4Z2DG14	STRING clusters	CL:585	Mixed, incl. Integrin-mediated signaling pathway, and PDZ and LIM domain-containing
EWB00_001328	6182.A0A4Z2DG14	STRING clusters	CL:588	Integrin-mediated signaling pathway, and Cell-extracellular matrix interactions
EWB00_001328	6182.A0A4Z2DG14	STRING clusters	CL:589	Integrin cell surface interactions, and Laminin, N-terminal
EWB00_001328	6182.A0A4Z2DG14	STRING clusters	CL:609	Laminin, N-terminal, and Integrin beta N-terminal
EWB00_001328	6182.A0A4Z2DG14	KEGG	map04512	ECM-receptor interaction
EWB00_001328	6182.A0A4Z2DG14	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_001328	6182.A0A4Z2DG14	Reactome	MAP-1474244	Extracellular matrix organization
EWB00_001328	6182.A0A4Z2DG14	Reactome	MAP-162582	Signal Transduction
EWB00_001328	6182.A0A4Z2DG14	Reactome	MAP-3000171	Non-integrin membrane-ECM interactions
EWB00_001328	6182.A0A4Z2DG14	Reactome	MAP-9006934	Signaling by Receptor Tyrosine Kinases
EWB00_001328	6182.A0A4Z2DG14	Reactome	MAP-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0005604	Basement membrane
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0030312	External encapsulating structure
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0031012	Extracellular matrix
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0062023	Collagen-containing extracellular matrix
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0071944	Cell periphery
EWB00_001328	6182.A0A4Z2DG14	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0084	Basement membrane
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0175	Coiled coil
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0272	Extracellular matrix
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0325	Glycoprotein
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0424	Laminin EGF-like domain
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0677	Repeat
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0732	Signal
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-0964	Secreted
EWB00_001328	6182.A0A4Z2DG14	UniProt Keywords	KW-1015	Disulfide bond
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR000742	EGF-like domain
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR001791	Laminin G domain
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR002049	Laminin-type EGF domain
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR008211	Laminin, N-terminal
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR050440	Laminin/Netrin Extracellular Matrix
EWB00_001328	6182.A0A4Z2DG14	InterPro	IPR056863	Laminin/attractin/netrin-like, EGF domain
EWB00_001328	6182.A0A4Z2DG14	SMART	SM00001	EGF domain, unclasssified subfamily
EWB00_001328	6182.A0A4Z2DG14	SMART	SM00136	Laminin N-terminal domain (domain VI)
EWB00_001328	6182.A0A4Z2DG14	SMART	SM00180	Laminin-type epidermal growth factor-like domai
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0006996	Organelle organization
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0006997	Nucleus organization
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0007000	Nucleolus organization
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0009987	Cellular process
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0016043	Cellular component organization
EWB00_001408	6182.A0A4Z2DX44	GO Process	GO:0071840	Cellular component organization or biogenesis
EWB00_001408	6182.A0A4Z2DX44	GO Function	GO:0003682	Chromatin binding
EWB00_001408	6182.A0A4Z2DX44	GO Function	GO:0005488	Binding
EWB00_001408	6182.A0A4Z2DX44	GO Function	GO:0031491	Nucleosome binding
EWB00_001408	6182.A0A4Z2DX44	GO Function	GO:0044877	Protein-containing complex binding
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0000118	Histone deacetylase complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0000228	Nuclear chromosome
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0000785	Chromatin
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0000812	Swr1 complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005622	Intracellular anatomical structure
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005634	Nucleus
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005654	Nucleoplasm
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005694	Chromosome
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005730	Nucleolus
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0005856	Cytoskeleton
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0031974	Membrane-enclosed lumen
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0031981	Nuclear lumen
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0032991	Protein-containing complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043226	Organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043227	Membrane-bounded organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043228	Membraneless organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043229	Intracellular organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043231	Intracellular membrane-bounded organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043232	Intracellular membraneless organelle
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0043233	Organelle lumen
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0070013	Intracellular organelle lumen
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0070603	SWI/SNF superfamily-type complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0097346	INO80-type complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0110165	Cellular anatomical structure
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:0140513	Nuclear protein-containing complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:1902494	Catalytic complex
EWB00_001408	6182.A0A4Z2DX44	GO Component	GO:1904949	ATPase complex
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3508	ATP-dependent chromatin remodeling, and HULC complex
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3513	Mixed, incl. Histone acetyltransferase complex, and Zinc finger SWIM domain-containing protein
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3518	Mixed, incl. Histone acetyltransferase complex, and Coiled-coil domain-containing protein 170-like
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3523	Mixed, incl. Histone acetyltransferase complex, and Coiled-coil domain-containing protein 170-like
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3565	Mixed, incl. Coiled-coil domain-containing protein 170-like, and HULC complex
EWB00_001408	6182.A0A4Z2DX44	STRING clusters	CL:3567	Mixed, incl. Coiled-coil domain-containing protein 170-like, and Nucleolus organization
EWB00_001408	6182.A0A4Z2DX44	KEGG	map03082	ATP-dependent chromatin remodeling
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-168249	Innate Immune System
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-168256	Immune System
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-2262752	Cellular responses to stress
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-6798695	Neutrophil degranulation
EWB00_001408	6182.A0A4Z2DX44	Reactome	MAP-8953897	Cellular responses to stimuli
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0000228	Nuclear chromosome
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0000785	Chromatin
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0000812	Swr1 complex
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0005622	Intracellular anatomical structure
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0005634	Nucleus
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0005654	Nucleoplasm
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0005694	Chromosome
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0031981	Nuclear lumen
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043226	Organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043228	Membraneless organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043229	Intracellular organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043232	Intracellular membraneless organelle
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0043233	Organelle lumen
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0070603	SWI/SNF superfamily-type complex
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0097346	INO80-type complex
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_001408	6182.A0A4Z2DX44	COMPARTMENTS	GOCC:1904949	ATPase complex
EWB00_001408	6182.A0A4Z2DX44	UniProt Keywords	KW-0963	Cytoplasm
EWB00_001408	6182.A0A4Z2DX44	InterPro	IPR004000	Actin family
EWB00_001408	6182.A0A4Z2DX44	InterPro	IPR043129	ATPase, nucleotide binding domain
EWB00_001408	6182.A0A4Z2DX44	SMART	SM00268	Actin
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0000165	MAPK cascade
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0002009	Morphogenesis of an epithelium
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0003006	Developmental process involved in reproduction
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0003008	System process
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0006259	DNA metabolic process
EWB00_001471	6182.A0A4Z2DFS2	GO Process	GO:0006260	DNA replication
